;h_team;Risultato;a_team;h_total_shots;h_shots_on_target;h_corners;h_percentage_possession;h_fouls;h_yellow_cards;h_red_cards;a_total_shots;a_shots_on_target;a_corners;a_yellow_cards;a_red_cards;a_fouls
0;Hellas Verona;N;Fiorentina;7.0;2.0;3.0;40.0;16.0;2;0;11.0;1.0;8.0;1;0;5.0
0;Lazio;N;Empoli;22.0;8.0;9.0;62.0;14.0;4;0;10.0;3.0;2.0;4;0;12.0
0;Sampdoria;P;Cagliari;4.0;2.0;0.0;49.0;14.0;1;1;15.0;7.0;5.0;3;0;17.0
0;Milan;V;Roma;17.0;3.0;3.0;55.0;6.0;2;0;11.0;5.0;9.0;7;2;20.0
0;Sassuolo;N;Genoa;28.0;7.0;7.0;74.0;8.0;3;0;4.0;1.0;4.0;0;0;12.0
0;Juventus;N;Napoli;22.0;5.0;4.0;44.0;8.0;2;0;16.0;4.0;3.0;1;0;12.0
0;Spezia;P;Hellas Verona;9.0;3.0;6.0;40.0;13.0;3;1;22.0;5.0;7.0;2;0;11.0
0;Roma;P;Juventus;19.0;6.0;8.0;53.0;13.0;3;0;14.0;5.0;1.0;4;1;12.0
0;Napoli;V;Sampdoria;22.0;5.0;13.0;69.0;13.0;0;0;11.0;1.0;0.0;2;0;12.0
0;Udinese;P;Atalanta;8.0;4.0;2.0;40.0;10.0;2;0;21.0;7.0;5.0;2;0;12.0
0;Venezia;P;Milan;10.0;3.0;1.0;38.0;11.0;1;1;17.0;6.0;7.0;3;0;15.0
0;Hellas Verona;P;Salernitana;24.0;7.0;17.0;70.0;13.0;1;1;8.0;4.0;4.0;3;0;12.0
0;Inter;V;Lazio;17.0;5.0;4.0;60.0;11.0;1;0;5.0;2.0;3.0;4;0;17.0
0;Empoli;P;Sassuolo;15.0;4.0;5.0;45.0;13.0;2;1;24.0;12.0;5.0;3;0;17.0
0;Genoa;P;Spezia;15.0;2.0;7.0;54.0;17.0;3;0;17.0;9.0;4.0;3;0;17.0
0;Torino;V;Fiorentina;9.0;6.0;1.0;45.0;19.0;2;0;11.0;4.0;5.0;2;0;12.0
0;Cagliari;V;Bologna;13.0;4.0;5.0;53.0;14.0;3;0;10.0;3.0;5.0;2;0;19.0
0;Sampdoria;P;Torino;11.0;3.0;3.0;37.0;13.0;0;0;20.0;12.0;10.0;2;0;14.0
0;Juventus;V;Udinese;14.0;4.0;7.0;66.0;14.0;1;0;16.0;3.0;6.0;2;0;10.0
0;Salernitana;P;Lazio;7.0;1.0;3.0;27.0;12.0;2;0;15.0;8.0;7.0;3;0;16.0
0;Atalanta;N;Inter;12.0;6.0;6.0;37.0;15.0;2;0;11.0;3.0;4.0;2;0;12.0
0;Sassuolo;P;Hellas Verona;14.0;5.0;9.0;55.0;6.0;2;0;20.0;5.0;7.0;4;0;18.0
0;Roma;V;Cagliari;14.0;6.0;1.0;56.0;15.0;3;0;8.0;2.0;1.0;4;0;20.0
0;Venezia;N;Empoli;14.0;3.0;6.0;50.0;16.0;3;0;18.0;6.0;5.0;5;0;19.0
0;Bologna;P;Napoli;12.0;5.0;1.0;39.0;10.0;3;0;14.0;5.0;4.0;1;0;11.0
0;Fiorentina;V;Genoa;21.0;11.0;4.0;73.0;12.0;1;0;3.0;0.0;0.0;3;0;19.0
0;Milan;P;Spezia;24.0;8.0;10.0;60.0;13.0;2;0;10.0;6.0;1.0;5;0;18.0
0;Hellas Verona;V;Bologna;14.0;6.0;7.0;57.0;21.0;2;0;8.0;2.0;2.0;4;0;9.0
0;Inter;V;Venezia;24.0;12.0;6.0;71.0;14.0;3;0;3.0;3.0;0.0;4;0;10.0
0;Lazio;N;Atalanta;9.0;1.0;4.0;61.0;10.0;0;0;6.0;2.0;1.0;3;0;17.0
0;Genoa;N;Udinese;10.0;2.0;10.0;52.0;26.0;4;1;2.0;0.0;4.0;4;0;18.0
0;Napoli;V;Salernitana;24.0;12.0;10.0;81.0;9.0;0;0;1.0;1.0;0.0;4;1;14.0
0;Torino;N;Sassuolo;21.0;6.0;4.0;50.0;25.0;3;0;6.0;1.0;3.0;3;0;18.0
0;Spezia;V;Sampdoria;7.0;2.0;2.0;40.0;25.0;2;0;8.0;0.0;4.0;4;1;11.0
0;Empoli;P;Roma;16.0;7.0;2.0;58.0;14.0;2;0;16.0;7.0;3.0;2;0;17.0
0;Milan;N;Juventus;14.0;4.0;4.0;47.0;18.0;2;0;8.0;0.0;1.0;2;0;22.0
0;Cagliari;N;Fiorentina;11.0;1.0;6.0;41.0;24.0;3;0;14.0;5.0;4.0;3;1;15.0
0;Roma;N;Genoa;23.0;3.0;6.0;62.0;10.0;3;1;10.0;3.0;4.0;2;1;23.0
0;Inter;P;Milan;12.0;5.0;6.0;46.0;22.0;2;0;10.0;3.0;4.0;4;1;14.0
0;Fiorentina;P;Lazio;9.0;3.0;4.0;50.0;15.0;3;1;12.0;7.0;3.0;5;0;16.0
0;Atalanta;P;Cagliari;10.0;4.0;3.0;61.0;14.0;1;1;7.0;4.0;1.0;5;0;14.0
0;Sampdoria;V;Sassuolo;10.0;6.0;3.0;40.0;17.0;2;0;25.0;9.0;9.0;2;0;15.0
0;Bologna;N;Empoli;12.0;2.0;3.0;59.0;11.0;2;0;15.0;4.0;5.0;4;0;15.0
0;Venezia;P;Napoli;7.0;3.0;2.0;34.0;12.0;2;1;16.0;6.0;6.0;2;0;11.0
0;Udinese;V;Torino;10.0;2.0;8.0;42.0;11.0;3;0;5.0;1.0;3.0;5;1;22.0
0;Juventus;V;Hellas Verona;11.0;8.0;6.0;46.0;12.0;1;0;13.0;1.0;5.0;1;0;11.0
0;Salernitana;N;Spezia;10.0;5.0;5.0;56.0;13.0;3;0;11.0;0.0;6.0;3;0;22.0
0;Torino;P;Venezia;14.0;2.0;8.0;67.0;16.0;2;0;6.0;2.0;4.0;3;1;13.0
0;Lazio;V;Bologna;11.0;5.0;5.0;57.0;13.0;2;0;11.0;3.0;3.0;2;0;16.0
0;Napoli;N;Inter;12.0;3.0;4.0;49.0;7.0;1;0;8.0;2.0;2.0;1;0;14.0
0;Sassuolo;N;Roma;12.0;3.0;4.0;46.0;12.0;4;1;12.0;7.0;3.0;2;0;16.0
0;Atalanta;N;Juventus;21.0;3.0;8.0;52.0;13.0;2;0;15.0;6.0;8.0;3;0;12.0
0;Hellas Verona;V;Udinese;6.0;5.0;2.0;44.0;17.0;3;0;21.0;6.0;7.0;1;0;8.0
0;Milan;V;Sampdoria;15.0;7.0;4.0;50.0;14.0;3;0;4.0;1.0;0.0;1;0;14.0
0;Genoa;N;Salernitana;16.0;5.0;5.0;49.0;22.0;3;0;12.0;4.0;4.0;2;0;11.0
0;Empoli;N;Cagliari;15.0;6.0;6.0;45.0;19.0;1;0;17.0;4.0;4.0;2;0;14.0
0;Spezia;P;Fiorentina;9.0;1.0;4.0;33.0;20.0;2;0;20.0;4.0;8.0;1;0;10.0
0;Juventus;N;Torino;12.0;3.0;7.0;46.0;17.0;1;0;10.0;3.0;9.0;2;0;20.0
0;Sampdoria;V;Empoli;8.0;3.0;3.0;42.0;17.0;4;0;10.0;2.0;6.0;2;0;12.0
0;Salernitana;N;Milan;9.0;4.0;4.0;40.0;19.0;2;0;13.0;5.0;7.0;4;0;13.0
0;Roma;N;Hellas Verona;7.0;3.0;4.0;57.0;19.0;3;0;5.0;3.0;2.0;2;0;14.0
0;Fiorentina;V;Atalanta;6.0;3.0;2.0;49.0;19.0;2;0;7.0;1.0;1.0;5;0;23.0
0;Inter;P;Sassuolo;29.0;7.0;8.0;58.0;12.0;1;0;13.0;5.0;3.0;2;0;14.0
0;Udinese;N;Lazio;12.0;2.0;2.0;41.0;24.0;3;0;10.0;2.0;12.0;2;0;9.0
0;Venezia;N;Genoa;15.0;4.0;6.0;47.0;14.0;2;0;12.0;2.0;5.0;2;0;19.0
0;Bologna;V;Spezia;19.0;7.0;11.0;61.0;7.0;1;0;6.0;2.0;0.0;1;0;16.0
0;Cagliari;N;Napoli;13.0;5.0;3.0;46.0;18.0;1;0;7.0;3.0;5.0;2;0;22.0
0;Milan;N;Udinese;9.0;3.0;5.0;62.0;14.0;2;0;11.0;6.0;4.0;4;0;19.0
0;Genoa;N;Inter;7.0;1.0;0.0;29.0;12.0;1;0;21.0;4.0;14.0;1;0;10.0
0;Salernitana;N;Bologna;16.0;4.0;6.0;56.0;18.0;2;0;8.0;3.0;1.0;3;0;26.0
0;Empoli;P;Juventus;11.0;2.0;7.0;53.0;18.0;2;0;12.0;5.0;3.0;0;0;8.0
0;Sassuolo;V;Fiorentina;16.0;6.0;6.0;49.0;14.0;1;0;15.0;6.0;10.0;2;1;13.0
0;Lazio;P;Napoli;13.0;8.0;1.0;45.0;14.0;3;0;14.0;7.0;5.0;2;0;17.0
0;Hellas Verona;V;Venezia;19.0;11.0;5.0;57.0;13.0;0;0;9.0;3.0;5.0;1;0;14.0
0;Spezia;P;Roma;9.0;3.0;1.0;36.0;13.0;5;1;30.0;7.0;8.0;3;0;11.0
0;Torino;P;Cagliari;15.0;6.0;4.0;57.0;21.0;2;0;11.0;5.0;3.0;4;0;25.0
0;Atalanta;V;Sampdoria;19.0;9.0;8.0;56.0;15.0;1;0;6.0;1.0;1.0;2;0;8.0
0;Inter;V;Salernitana;23.0;12.0;10.0;60.0;12.0;2;0;11.0;3.0;3.0;1;0;8.0
0;Cagliari;P;Lazio;16.0;3.0;7.0;45.0;11.0;3;0;14.0;4.0;6.0;2;1;13.0
0;Roma;V;Atalanta;13.0;4.0;6.0;36.0;18.0;6;1;7.0;4.0;3.0;4;1;17.0
0;Udinese;V;Sampdoria;20.0;5.0;11.0;43.0;20.0;5;0;8.0;3.0;4.0;2;0;15.0
0;Bologna;N;Torino;6.0;1.0;5.0;52.0;23.0;3;0;13.0;2.0;7.0;3;0;16.0
0;Genoa;N;Empoli;19.0;6.0;7.0;52.0;15.0;4;0;8.0;2.0;2.0;3;0;22.0
0;Juventus;V;Spezia;10.0;3.0;4.0;56.0;15.0;3;0;9.0;4.0;4.0;1;0;13.0
0;Venezia;P;Sassuolo;15.0;4.0;8.0;45.0;18.0;4;0;13.0;7.0;6.0;1;0;15.0
0;Fiorentina;N;Hellas Verona;8.0;2.0;4.0;50.0;15.0;0;0;3.0;1.0;2.0;4;0;15.0
0;Napoli;P;Milan;10.0;3.0;6.0;60.0;10.0;4;0;12.0;7.0;7.0;4;0;20.0
0;Spezia;V;Cagliari;14.0;8.0;5.0;43.0;13.0;1;0;11.0;1.0;7.0;4;0;20.0
0;Salernitana;N;Sassuolo;15.0;5.0;5.0;47.0;13.0;2;0;20.0;7.0;5.0;4;1;16.0
0;Sampdoria;P;Juventus;16.0;4.0;9.0;49.0;7.0;0;0;5.0;2.0;0.0;2;0;17.0
0;Milan;V;Empoli;15.0;5.0;5.0;52.0;7.0;1;0;5.0;3.0;4.0;0;0;12.0
0;Fiorentina;V;Bologna;14.0;5.0;9.0;61.0;10.0;1;0;4.0;0.0;1.0;5;1;17.0
0;Hellas Verona;P;Napoli;8.0;1.0;3.0;49.0;19.0;6;2;13.0;4.0;5.0;0;0;9.0
0;Torino;N;Inter;13.0;3.0;3.0;44.0;17.0;1;0;14.0;6.0;4.0;5;0;21.0
0;Atalanta;N;Genoa;12.0;2.0;4.0;59.0;14.0;2;0;13.0;3.0;3.0;0;0;18.0
0;Udinese;N;Roma;11.0;5.0;6.0;37.0;17.0;3;0;9.0;2.0;4.0;2;0;14.0
0;Lazio;V;Venezia;9.0;0.0;8.0;66.0;10.0;1;0;7.0;2.0;4.0;1;0;13.0
0;Genoa;V;Torino;7.0;2.0;2.0;26.0;13.0;3;1;9.0;3.0;3.0;3;0;19.0
0;Sassuolo;V;Spezia;14.0;6.0;6.0;58.0;14.0;2;0;6.0;1.0;2.0;3;0;18.0
0;Inter;N;Fiorentina;13.0;5.0;5.0;50.0;15.0;1;0;17.0;4.0;3.0;2;0;13.0
0;Napoli;V;Udinese;20.0;8.0;7.0;64.0;10.0;2;0;10.0;3.0;4.0;2;1;13.0
0;Cagliari;P;Milan;13.0;1.0;6.0;43.0;14.0;1;0;21.0;5.0;5.0;0;0;16.0
0;Bologna;P;Atalanta;12.0;3.0;6.0;60.0;9.0;0;0;15.0;2.0;3.0;1;0;12.0
0;Empoli;N;Hellas Verona;7.0;2.0;3.0;38.0;17.0;2;0;13.0;4.0;7.0;3;0;13.0
0;Venezia;P;Sampdoria;13.0;1.0;3.0;47.0;30.0;5;1;8.0;4.0;4.0;1;0;24.0
0;Roma;V;Lazio;12.0;6.0;5.0;34.0;17.0;4;0;9.0;3.0;3.0;3;0;14.0
0;Juventus;V;Salernitana;12.0;7.0;5.0;56.0;11.0;3;0;12.0;4.0;5.0;2;0;13.0
0;Spezia;V;Venezia;11.0;4.0;5.0;53.0;18.0;3;0;15.0;3.0;2.0;1;0;14.0
0;Lazio;V;Sassuolo;14.0;5.0;4.0;54.0;11.0;1;0;20.0;5.0;3.0;3;0;8.0
0;Salernitana;P;Torino;14.0;4.0;9.0;53.0;16.0;5;1;7.0;4.0;2.0;4;0;29.0
0;Sampdoria;P;Roma;8.0;3.0;4.0;49.0;16.0;2;0;6.0;1.0;4.0;3;0;15.0
0;Udinese;V;Cagliari;24.0;11.0;2.0;51.0;20.0;2;0;6.0;3.0;2.0;4;1;15.0
0;Atalanta;P;Napoli;19.0;3.0;9.0;55.0;17.0;2;0;5.0;4.0;1.0;3;0;12.0
0;Juventus;P;Inter;22.0;5.0;8.0;54.0;10.0;4;1;5.0;1.0;1.0;4;0;20.0
0;Fiorentina;V;Empoli;24.0;11.0;4.0;61.0;10.0;1;0;4.0;1.0;0.0;3;1;19.0
0;Milan;N;Bologna;33.0;7.0;9.0;53.0;11.0;0;0;8.0;4.0;2.0;2;0;10.0
0;Hellas Verona;V;Genoa;7.0;4.0;2.0;46.0;17.0;4;0;7.0;4.0;5.0;3;0;15.0
0;Cagliari;P;Juventus;4.0;1.0;1.0;41.0;19.0;1;0;20.0;7.0;4.0;0;0;10.0
0;Inter;V;Hellas Verona;18.0;6.0;10.0;48.0;14.0;2;0;9.0;3.0;2.0;0;0;8.0
0;Empoli;N;Spezia;15.0;4.0;5.0;57.0;10.0;2;0;11.0;4.0;4.0;2;0;21.0
0;Torino;N;Milan;14.0;3.0;6.0;43.0;19.0;2;0;14.0;4.0;5.0;2;0;8.0
0;Roma;V;Salernitana;17.0;7.0;9.0;66.0;19.0;5;0;6.0;3.0;2.0;8;0;25.0
0;Sassuolo;V;Atalanta;14.0;7.0;8.0;51.0;19.0;2;0;15.0;4.0;8.0;1;0;15.0
0;Napoli;P;Fiorentina;15.0;3.0;3.0;50.0;14.0;0;0;11.0;4.0;2.0;3;0;19.0
0;Venezia;P;Udinese;9.0;4.0;7.0;52.0;16.0;7;0;15.0;4.0;11.0;2;0;14.0
0;Genoa;P;Lazio;15.0;4.0;3.0;44.0;9.0;0;0;17.0;11.0;6.0;1;0;9.0
0;Bologna;V;Sampdoria;19.0;4.0;6.0;53.0;12.0;1;0;9.0;2.0;0.0;2;0;12.0
0;Milan;V;Genoa;10.0;5.0;3.0;58.0;11.0;1;0;7.0;1.0;1.0;2;0;22.0
0;Spezia;P;Inter;11.0;3.0;6.0;34.0;13.0;2;0;23.0;7.0;7.0;0;0;12.0
0;Lazio;N;Torino;10.0;4.0;9.0;48.0;10.0;1;0;12.0;4.0;7.0;2;0;12.0
0;Juventus;N;Bologna;24.0;4.0;4.0;51.0;11.0;1;0;10.0;2.0;5.0;5;2;12.0
0;Cagliari;V;Sassuolo;15.0;7.0;3.0;37.0;18.0;2;0;8.0;2.0;3.0;2;0;11.0
0;Sampdoria;P;Salernitana;5.0;1.0;5.0;67.0;18.0;1;0;7.0;2.0;2.0;7;0;25.0
0;Udinese;V;Empoli;13.0;5.0;4.0;39.0;21.0;1;0;14.0;3.0;7.0;4;0;13.0
0;Fiorentina;V;Venezia;22.0;5.0;5.0;69.0;16.0;4;0;3.0;1.0;0.0;4;0;19.0
0;Napoli;N;Roma;8.0;3.0;5.0;49.0;23.0;4;0;8.0;6.0;5.0;2;1;16.0
0;Atalanta;P;Hellas Verona;17.0;4.0;10.0;56.0;14.0;3;0;21.0;6.0;1.0;3;0;13.0
0;Udinese;P;Salernitana;12.0;3.0;9.0;54.0;23.0;3;0;9.0;2.0;3.0;5;0;14.0
0;Hellas Verona;N;Sampdoria;12.0;1.0;4.0;57.0;15.0;1;0;3.0;2.0;5.0;3;0;16.0
0;Inter;V;Roma;11.0;8.0;4.0;45.0;11.0;2;0;9.0;2.0;3.0;2;0;13.0
0;Torino;V;Spezia;14.0;5.0;5.0;55.0;11.0;1;0;6.0;1.0;6.0;2;0;17.0
0;Venezia;P;Atalanta;9.0;2.0;0.0;39.0;12.0;0;0;19.0;4.0;7.0;3;0;14.0
0;Genoa;V;Cagliari;13.0;2.0;2.0;53.0;22.0;3;0;11.0;1.0;3.0;2;0;18.0
0;Bologna;N;Udinese;10.0;3.0;2.0;55.0;9.0;2;0;17.0;5.0;4.0;2;0;23.0
0;Salernitana;V;Fiorentina;10.0;4.0;6.0;28.0;17.0;1;0;8.0;3.0;4.0;1;0;12.0
0;Empoli;V;Napoli;17.0;7.0;10.0;42.0;13.0;4;0;16.0;2.0;7.0;1;0;10.0
0;Lazio;P;Milan;7.0;2.0;2.0;47.0;14.0;3;0;25.0;8.0;8.0;4;0;16.0
0;Sassuolo;P;Juventus;22.0;7.0;6.0;62.0;16.0;2;1;10.0;5.0;4.0;2;0;10.0
0;Atalanta;N;Torino;15.0;3.0;8.0;49.0;12.0;2;0;3.0;2.0;0.0;2;0;13.0
0;Bologna;V;Inter;5.0;3.0;0.0;41.0;12.0;1;0;26.0;6.0;7.0;3;0;11.0
0;Fiorentina;P;Udinese;18.0;7.0;14.0;72.0;12.0;3;0;17.0;8.0;2.0;4;0;25.0
0;Cagliari;P;Hellas Verona;14.0;4.0;2.0;60.0;16.0;2;0;13.0;4.0;2.0;4;0;26.0
0;Spezia;P;Lazio;9.0;3.0;4.0;30.0;17.0;3;0;21.0;8.0;5.0;1;0;10.0
0;Sampdoria;V;Genoa;10.0;2.0;1.0;48.0;19.0;3;0;13.0;4.0;2.0;1;0;26.0
0;Napoli;V;Sassuolo;18.0;8.0;4.0;53.0;12.0;0;0;13.0;4.0;3.0;3;0;11.0
0;Juventus;V;Venezia;18.0;4.0;8.0;50.0;18.0;3;0;9.0;3.0;4.0;3;0;14.0
0;Roma;N;Bologna;18.0;5.0;10.0;43.0;10.0;0;0;10.0;4.0;5.0;1;0;12.0
0;Milan;V;Fiorentina;13.0;2.0;2.0;49.0;18.0;1;0;8.0;2.0;2.0;3;0;17.0
0;Empoli;P;Torino;11.0;4.0;5.0;39.0;16.0;4;2;11.0;1.0;4.0;2;0;12.0
0;Udinese;P;Inter;8.0;5.0;5.0;48.0;15.0;2;0;11.0;4.0;11.0;1;0;11.0
0;Atalanta;N;Salernitana;20.0;5.0;11.0;61.0;14.0;3;0;11.0;9.0;4.0;2;0;11.0
0;Salernitana;V;Venezia;18.0;3.0;6.0;42.0;12.0;2;0;10.0;4.0;4.0;7;1;20.0
0;Inter;V;Empoli;37.0;10.0;14.0;64.0;10.0;1;0;4.0;2.0;2.0;0;0;10.0
0;Genoa;V;Juventus;17.0;5.0;9.0;47.0;13.0;2;0;13.0;4.0;2.0;3;0;15.0
0;Lazio;V;Sampdoria;16.0;10.0;6.0;60.0;10.0;1;0;9.0;2.0;0.0;1;0;10.0
0;Torino;P;Napoli;10.0;3.0;5.0;43.0;19.0;2;0;10.0;4.0;4.0;3;0;12.0
0;Sassuolo;N;Udinese;15.0;5.0;6.0;59.0;12.0;2;0;13.0;6.0;9.0;2;0;18.0
0;Hellas Verona;P;Milan;10.0;3.0;5.0;47.0;17.0;2;0;18.0;8.0;8.0;1;0;7.0
0;Salernitana;N;Cagliari;12.0;2.0;7.0;48.0;12.0;5;1;9.0;3.0;6.0;2;1;18.0
0;Venezia;V;Bologna;16.0;7.0;4.0;41.0;10.0;2;0;23.0;10.0;8.0;4;0;16.0
0;Spezia;P;Atalanta;5.0;1.0;0.0;34.0;10.0;2;0;17.0;6.0;3.0;3;0;14.0
0;Fiorentina;V;Roma;11.0;6.0;5.0;53.0;17.0;3;0;7.0;1.0;3.0;1;0;15.0
0;Udinese;P;Spezia;17.0;6.0;4.0;61.0;18.0;3;0;10.0;7.0;2.0;2;0;11.0
0;Hellas Verona;P;Torino;10.0;5.0;4.0;46.0;19.0;3;0;11.0;5.0;4.0;2;0;20.0
0;Roma;N;Venezia;46.0;15.0;20.0;68.0;12.0;2;0;4.0;2.0;2.0;5;1;15.0
0;Empoli;N;Salernitana;16.0;6.0;3.0;45.0;18.0;3;0;28.0;8.0;11.0;2;0;9.0
0;Cagliari;P;Inter;10.0;2.0;2.0;38.0;14.0;0;0;17.0;7.0;5.0;2;0;15.0
0;Bologna;P;Sassuolo;8.0;1.0;4.0;55.0;11.0;0;0;16.0;7.0;9.0;1;0;11.0
0;Napoli;V;Genoa;16.0;8.0;9.0;66.0;13.0;1;0;11.0;3.0;2.0;1;0;21.0
0;Milan;V;Atalanta;12.0;6.0;4.0;45.0;12.0;3;0;12.0;2.0;6.0;4;0;16.0
0;Juventus;N;Lazio;4.0;2.0;0.0;37.0;20.0;3;0;18.0;7.0;9.0;3;0;17.0
0;Sampdoria;V;Fiorentina;13.0;5.0;4.0;37.0;19.0;3;1;11.0;0.0;5.0;3;0;9.0
0;Torino;P;Roma;13.0;2.0;5.0;58.0;11.0;2;0;11.0;4.0;6.0;2;0;13.0
0;Lazio;N;Hellas Verona;19.0;7.0;6.0;53.0;9.0;2;0;11.0;7.0;4.0;6;0;20.0
0;Genoa;P;Bologna;18.0;5.0;9.0;50.0;20.0;3;0;11.0;3.0;9.0;1;0;10.0
0;Fiorentina;V;Juventus;12.0;2.0;6.0;66.0;13.0;3;0;1.0;0.0;2.0;3;0;14.0
0;Atalanta;P;Empoli;40.0;9.0;15.0;61.0;8.0;1;0;7.0;3.0;2.0;1;0;9.0
0;Sassuolo;P;Milan;15.0;3.0;3.0;52.0;8.0;2;0;18.0;11.0;7.0;1;0;15.0
0;Salernitana;P;Udinese;25.0;11.0;7.0;52.0;11.0;1;0;18.0;10.0;1.0;1;0;15.0
0;Inter;V;Sampdoria;28.0;11.0;8.0;58.0;6.0;1;0;8.0;3.0;2.0;2;0;13.0
0;Spezia;P;Napoli;16.0;4.0;4.0;32.0;12.0;1;0;10.0;4.0;2.0;2;0;9.0
0;Venezia;N;Cagliari;8.0;1.0;6.0;44.0;11.0;0;0;30.0;7.0;11.0;3;0;22.0