,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
0,Atalanta,2021-08-21,Giornata n. 1,Ospiti,V,2,Torino,7.0,2.0,0,0,328.0,462.0,1.0,53.0,14.0,2,0
0,Inter,2021-08-21,Giornata n. 1,Casa,V,4,Genoa,17.0,8.0,0,0,563.0,630.0,8.0,59.0,18.0,1,0
0,Torino,2021-08-21,Giornata n. 1,Casa,P,1,Atalanta,21.0,7.0,0,0,304.0,413.0,5.0,47.0,17.0,2,0
0,Empoli,2021-08-21,Giornata n. 1,Casa,P,1,Lazio,17.0,4.0,0,0,410.0,496.0,5.0,46.0,15.0,2,0
0,Lazio,2021-08-21,Giornata n. 1,Ospiti,V,3,Empoli,7.0,3.0,1,1,517.0,589.0,3.0,54.0,10.0,1,0
0,Sassuolo,2021-08-21,Giornata n. 1,Ospiti,V,3,Hellas Verona,18.0,7.0,0,0,481.0,540.0,4.0,60.0,15.0,2,0
0,Genoa,2021-08-21,Giornata n. 1,Ospiti,P,0,Inter,10.0,4.0,0,0,365.0,430.0,2.0,41.0,7.0,2,0
0,Hellas Verona,2021-08-21,Giornata n. 1,Casa,P,2,Sassuolo,14.0,3.0,1,1,282.0,361.0,7.0,40.0,10.0,3,1
0,Salernitana,2021-08-22,Giornata n. 1,Ospiti,P,2,Bologna,9.0,3.0,1,1,130.0,233.0,4.0,28.0,14.0,3,1
0,Bologna,2021-08-22,Giornata n. 1,Casa,V,3,Salernitana,18.0,7.0,0,0,485.0,588.0,9.0,72.0,11.0,6,2
0,Juventus,2021-08-22,Giornata n. 1,Ospiti,N,2,Udinese,10.0,3.0,0,0,480.0,551.0,3.0,56.0,16.0,3,0
0,Udinese,2021-08-22,Giornata n. 1,Casa,N,2,Juventus,11.0,5.0,1,1,363.0,433.0,3.0,44.0,14.0,1,0
0,Fiorentina,2021-08-22,Giornata n. 1,Ospiti,P,1,Roma,11.0,8.0,0,0,498.0,564.0,4.0,58.0,14.0,2,1
0,Napoli,2021-08-22,Giornata n. 1,Casa,V,2,Venezia,11.0,3.0,1,2,520.0,586.0,2.0,56.0,4.0,1,1
0,Roma,2021-08-22,Giornata n. 1,Casa,V,3,Fiorentina,11.0,6.0,0,0,334.0,407.0,4.0,42.0,13.0,3,1
0,Venezia,2021-08-22,Giornata n. 1,Ospiti,P,0,Napoli,8.0,4.0,0,0,395.0,454.0,2.0,44.0,23.0,7,0
0,Milan,2021-08-23,Giornata n. 1,Ospiti,V,1,Sampdoria,11.0,4.0,0,0,349.0,442.0,3.0,51.0,15.0,1,0
0,Sampdoria,2021-08-23,Giornata n. 1,Casa,P,0,Milan,16.0,3.0,0,0,334.0,432.0,8.0,49.0,20.0,3,0
0,Spezia,2021-08-23,Giornata n. 1,Ospiti,N,2,Cagliari,12.0,4.0,0,0,275.0,356.0,4.0,41.0,18.0,3,0
0,Cagliari,2021-08-23,Giornata n. 1,Casa,N,2,Spezia,19.0,6.0,1,1,409.0,519.0,11.0,59.0,17.0,2,0
1,Venezia,2021-08-27,Giornata n. 2,Ospiti,P,0,Udinese,11.0,3.0,0,0,473.0,556.0,2.0,55.0,9.0,3,0
1,Udinese,2021-08-27,Giornata n. 2,Casa,V,3,Venezia,21.0,10.0,0,0,369.0,464.0,7.0,45.0,13.0,2,0
1,Inter,2021-08-27,Giornata n. 2,Ospiti,V,3,Hellas Verona,16.0,8.0,0,0,388.0,492.0,4.0,57.0,11.0,2,0
1,Hellas Verona,2021-08-27,Giornata n. 2,Casa,P,1,Inter,8.0,1.0,0,0,280.0,367.0,6.0,43.0,13.0,2,0
1,Atalanta,2021-08-28,Giornata n. 2,Casa,N,0,Bologna,22.0,3.0,0,0,484.0,598.0,5.0,59.0,12.0,2,0
1,Juventus,2021-08-28,Giornata n. 2,Casa,P,0,Empoli,19.0,5.0,0,0,377.0,461.0,8.0,54.0,15.0,2,0
1,Spezia,2021-08-28,Giornata n. 2,Ospiti,P,1,Lazio,5.0,2.0,0,0,376.0,455.0,2.0,39.0,10.0,2,1
1,Empoli,2021-08-28,Giornata n. 2,Ospiti,V,1,Juventus,12.0,3.0,0,0,292.0,397.0,9.0,46.0,8.0,3,0
1,Lazio,2021-08-28,Giornata n. 2,Casa,V,6,Spezia,17.0,9.0,0,1,654.0,717.0,4.0,61.0,13.0,0,0
1,Fiorentina,2021-08-28,Giornata n. 2,Casa,V,2,Torino,9.0,6.0,0,0,363.0,460.0,3.0,59.0,14.0,4,0
1,Torino,2021-08-28,Giornata n. 2,Ospiti,P,1,Fiorentina,5.0,1.0,0,0,236.0,325.0,3.0,41.0,30.0,5,0
1,Bologna,2021-08-28,Giornata n. 2,Ospiti,N,0,Atalanta,4.0,1.0,0,0,297.0,421.0,5.0,41.0,16.0,5,0
1,Salernitana,2021-08-29,Giornata n. 2,Casa,P,0,Roma,5.0,0.0,0,0,114.0,219.0,1.0,23.0,14.0,2,0
1,Sampdoria,2021-08-29,Giornata n. 2,Ospiti,N,0,Sassuolo,11.0,2.0,0,0,261.0,371.0,6.0,37.0,17.0,2,0
1,Napoli,2021-08-29,Giornata n. 2,Ospiti,V,2,Genoa,13.0,8.0,0,0,532.0,622.0,5.0,61.0,18.0,3,0
1,Milan,2021-08-29,Giornata n. 2,Casa,V,4,Cagliari,17.0,4.0,1,1,495.0,562.0,8.0,57.0,15.0,1,0
1,Sassuolo,2021-08-29,Giornata n. 2,Casa,N,0,Sampdoria,19.0,5.0,0,0,529.0,627.0,8.0,63.0,9.0,2,0
1,Roma,2021-08-29,Giornata n. 2,Ospiti,V,4,Salernitana,28.0,9.0,0,0,664.0,752.0,10.0,77.0,11.0,2,0
1,Genoa,2021-08-29,Giornata n. 2,Casa,P,1,Napoli,6.0,3.0,0,0,310.0,400.0,4.0,39.0,20.0,2,0
1,Cagliari,2021-08-29,Giornata n. 2,Ospiti,P,1,Milan,7.0,2.0,0,0,359.0,423.0,3.0,43.0,12.0,5,0
2,Juventus,2021-09-11,Giornata n. 3,Ospiti,P,1,Napoli,8.0,4.0,0,0,264.0,330.0,1.0,33.0,16.0,1,0
2,Empoli,2021-09-11,Giornata n. 3,Casa,P,1,Venezia,21.0,5.0,1,1,499.0,607.0,8.0,69.0,13.0,2,0
2,Napoli,2021-09-11,Giornata n. 3,Casa,V,2,Juventus,25.0,7.0,0,0,585.0,666.0,13.0,67.0,15.0,2,0
2,Fiorentina,2021-09-11,Giornata n. 3,Ospiti,V,2,Atalanta,5.0,0.0,2,2,374.0,454.0,3.0,45.0,21.0,4,0
2,Atalanta,2021-09-11,Giornata n. 3,Casa,P,1,Fiorentina,12.0,4.0,1,1,463.0,555.0,10.0,55.0,13.0,4,0
2,Venezia,2021-09-11,Giornata n. 3,Ospiti,V,2,Empoli,10.0,3.0,0,0,199.0,275.0,2.0,31.0,25.0,5,0
2,Cagliari,2021-09-12,Giornata n. 3,Casa,P,2,Genoa,8.0,2.0,1,1,435.0,534.0,2.0,53.0,16.0,2,0
2,Inter,2021-09-12,Giornata n. 3,Ospiti,N,2,Sampdoria,8.0,3.0,0,0,318.0,418.0,4.0,48.0,14.0,4,0
2,Udinese,2021-09-12,Giornata n. 3,Ospiti,V,1,Spezia,9.0,4.0,0,0,332.0,405.0,5.0,44.0,18.0,2,0
2,Salernitana,2021-09-12,Giornata n. 3,Ospiti,P,0,Torino,8.0,2.0,0,0,263.0,367.0,4.0,40.0,11.0,2,0
2,Sampdoria,2021-09-12,Giornata n. 3,Casa,N,2,Inter,14.0,2.0,0,0,360.0,455.0,4.0,52.0,14.0,4,0
2,Sassuolo,2021-09-12,Giornata n. 3,Ospiti,P,1,Roma,14.0,7.0,0,0,438.0,508.0,6.0,51.0,11.0,1,0
2,Genoa,2021-09-12,Giornata n. 3,Ospiti,V,3,Cagliari,11.0,3.0,0,0,395.0,475.0,6.0,47.0,16.0,3,0
2,Torino,2021-09-12,Giornata n. 3,Casa,V,4,Salernitana,15.0,5.0,0,0,453.0,544.0,7.0,60.0,11.0,0,0
2,Spezia,2021-09-12,Giornata n. 3,Casa,P,0,Udinese,20.0,5.0,0,0,432.0,520.0,4.0,56.0,13.0,1,0
2,Lazio,2021-09-12,Giornata n. 3,Ospiti,P,0,Milan,8.0,5.0,0,0,488.0,570.0,1.0,53.0,19.0,4,0
2,Milan,2021-09-12,Giornata n. 3,Casa,V,2,Lazio,20.0,3.0,0,1,416.0,503.0,5.0,47.0,12.0,1,0
2,Roma,2021-09-12,Giornata n. 3,Casa,V,2,Sassuolo,18.0,6.0,0,0,413.0,480.0,4.0,49.0,7.0,2,0
2,Hellas Verona,2021-09-13,Giornata n. 3,Ospiti,P,0,Bologna,5.0,0.0,0,0,393.0,480.0,2.0,57.0,24.0,3,0
2,Bologna,2021-09-13,Giornata n. 3,Casa,V,1,Hellas Verona,16.0,4.0,0,0,257.0,362.0,6.0,43.0,16.0,1,0
3,Torino,2021-09-17,Giornata n. 4,Ospiti,V,1,Sassuolo,18.0,3.0,0,0,361.0,445.0,3.0,48.0,24.0,4,0
3,Sassuolo,2021-09-17,Giornata n. 4,Casa,P,0,Torino,10.0,2.0,0,0,390.0,485.0,6.0,52.0,9.0,0,0
3,Salernitana,2021-09-18,Giornata n. 4,Casa,P,0,Atalanta,11.0,1.0,0,0,310.0,425.0,6.0,43.0,22.0,4,0
3,Bologna,2021-09-18,Giornata n. 4,Ospiti,P,1,Inter,8.0,2.0,0,0,486.0,546.0,1.0,54.0,11.0,3,0
3,Inter,2021-09-18,Giornata n. 4,Casa,V,6,Bologna,19.0,11.0,0,0,412.0,464.0,5.0,46.0,11.0,0,0
3,Atalanta,2021-09-18,Giornata n. 4,Ospiti,V,1,Salernitana,10.0,3.0,0,0,473.0,567.0,4.0,57.0,15.0,4,0
3,Genoa,2021-09-18,Giornata n. 4,Casa,P,1,Fiorentina,8.0,2.0,1,1,288.0,369.0,1.0,37.0,14.0,4,0
3,Fiorentina,2021-09-18,Giornata n. 4,Ospiti,V,2,Genoa,16.0,5.0,0,0,531.0,617.0,11.0,63.0,17.0,4,0
3,Roma,2021-09-19,Giornata n. 4,Ospiti,P,2,Hellas Verona,15.0,2.0,0,0,294.0,410.0,8.0,47.0,17.0,2,0
3,Milan,2021-09-19,Giornata n. 4,Ospiti,N,1,Juventus,13.0,3.0,0,0,459.0,528.0,4.0,56.0,16.0,1,0
3,Lazio,2021-09-19,Giornata n. 4,Casa,N,2,Cagliari,28.0,10.0,0,0,646.0,748.0,10.0,72.0,5.0,1,0
3,Sampdoria,2021-09-19,Giornata n. 4,Ospiti,V,3,Empoli,14.0,8.0,0,0,294.0,400.0,8.0,47.0,15.0,2,0
3,Empoli,2021-09-19,Giornata n. 4,Casa,P,0,Sampdoria,15.0,4.0,0,0,349.0,456.0,8.0,53.0,11.0,2,0
3,Juventus,2021-09-19,Giornata n. 4,Casa,N,1,Milan,9.0,4.0,0,0,343.0,413.0,4.0,44.0,15.0,1,0
3,Venezia,2021-09-19,Giornata n. 4,Casa,P,1,Spezia,14.0,3.0,0,0,320.0,425.0,3.0,45.0,15.0,4,0
3,Cagliari,2021-09-19,Giornata n. 4,Ospiti,N,2,Lazio,10.0,3.0,0,0,198.0,296.0,1.0,28.0,13.0,3,1
3,Spezia,2021-09-19,Giornata n. 4,Ospiti,V,2,Venezia,12.0,3.0,0,0,403.0,522.0,10.0,55.0,11.0,1,0
3,Hellas Verona,2021-09-19,Giornata n. 4,Casa,V,3,Roma,10.0,6.0,0,0,367.0,468.0,3.0,53.0,18.0,4,0
3,Udinese,2021-09-20,Giornata n. 4,Casa,P,0,Napoli,9.0,1.0,0,0,346.0,403.0,2.0,37.0,12.0,2,0
3,Napoli,2021-09-20,Giornata n. 4,Ospiti,V,4,Udinese,18.0,8.0,0,0,618.0,683.0,5.0,63.0,12.0,1,0
4,Atalanta,2021-09-21,Giornata n. 5,Casa,V,2,Sassuolo,14.0,5.0,0,0,398.0,484.0,5.0,47.0,21.0,2,0
4,Genoa,2021-09-21,Giornata n. 5,Ospiti,N,2,Bologna,10.0,5.0,1,1,292.0,392.0,2.0,41.0,19.0,4,0
4,Inter,2021-09-21,Giornata n. 5,Ospiti,V,3,Fiorentina,17.0,5.0,0,0,400.0,472.0,8.0,47.0,17.0,3,0
4,Fiorentina,2021-09-21,Giornata n. 5,Casa,P,1,Inter,14.0,6.0,0,0,452.0,530.0,4.0,53.0,13.0,2,1
4,Bologna,2021-09-21,Giornata n. 5,Casa,N,2,Genoa,16.0,4.0,1,1,471.0,567.0,6.0,59.0,15.0,3,0
4,Sassuolo,2021-09-21,Giornata n. 5,Ospiti,P,1,Atalanta,8.0,1.0,0,0,431.0,542.0,5.0,53.0,18.0,2,0
4,Venezia,2021-09-22,Giornata n. 5,Ospiti,P,0,Milan,8.0,2.0,0,0,257.0,340.0,4.0,33.0,14.0,2,0
4,Cagliari,2021-09-22,Giornata n. 5,Casa,P,0,Empoli,15.0,1.0,0,0,376.0,489.0,7.0,49.0,15.0,2,0
4,Empoli,2021-09-22,Giornata n. 5,Ospiti,V,2,Cagliari,18.0,5.0,0,0,394.0,499.0,4.0,51.0,14.0,1,0
4,Milan,2021-09-22,Giornata n. 5,Casa,V,2,Venezia,14.0,4.0,0,0,587.0,677.0,4.0,67.0,15.0,0,0
4,Hellas Verona,2021-09-22,Giornata n. 5,Ospiti,N,2,Salernitana,9.0,5.0,0,0,314.0,423.0,5.0,50.0,19.0,3,0
4,Juventus,2021-09-22,Giornata n. 5,Ospiti,V,3,Spezia,26.0,9.0,0,0,458.0,548.0,15.0,59.0,10.0,1,0
4,Salernitana,2021-09-22,Giornata n. 5,Casa,N,2,Hellas Verona,15.0,4.0,0,0,304.0,420.0,4.0,50.0,13.0,2,0
4,Spezia,2021-09-22,Giornata n. 5,Casa,P,2,Juventus,10.0,4.0,0,0,293.0,376.0,5.0,41.0,15.0,2,0
4,Napoli,2021-09-23,Giornata n. 5,Ospiti,V,4,Sampdoria,17.0,9.0,0,0,481.0,552.0,5.0,52.0,8.0,1,0
4,Roma,2021-09-23,Giornata n. 5,Casa,V,1,Udinese,12.0,2.0,0,0,455.0,544.0,6.0,52.0,23.0,4,1
4,Udinese,2021-09-23,Giornata n. 5,Ospiti,P,0,Roma,8.0,2.0,0,0,421.0,511.0,6.0,48.0,8.0,1,0
4,Torino,2021-09-23,Giornata n. 5,Casa,N,1,Lazio,16.0,5.0,0,0,313.0,416.0,6.0,45.0,21.0,3,0
4,Lazio,2021-09-23,Giornata n. 5,Ospiti,N,1,Torino,5.0,1.0,1,1,378.0,499.0,5.0,55.0,9.0,3,0
4,Sampdoria,2021-09-23,Giornata n. 5,Casa,P,0,Napoli,13.0,5.0,0,0,414.0,509.0,5.0,48.0,11.0,2,0
5,Hellas Verona,2021-09-25,Giornata n. 6,Ospiti,N,3,Genoa,11.0,6.0,1,1,358.0,475.0,2.0,51.0,15.0,1,0
5,Atalanta,2021-09-25,Giornata n. 6,Ospiti,N,2,Inter,21.0,5.0,0,0,351.0,429.0,11.0,50.0,12.0,5,0
5,Inter,2021-09-25,Giornata n. 6,Casa,N,2,Atalanta,17.0,6.0,0,1,337.0,430.0,4.0,50.0,16.0,3,0
5,Milan,2021-09-25,Giornata n. 6,Ospiti,V,2,Spezia,18.0,5.0,0,0,461.0,557.0,4.0,64.0,12.0,2,0
5,Spezia,2021-09-25,Giornata n. 6,Casa,P,1,Milan,8.0,2.0,0,0,242.0,319.0,2.0,36.0,13.0,2,0
5,Genoa,2021-09-25,Giornata n. 6,Casa,N,3,Hellas Verona,10.0,3.0,1,1,351.0,464.0,3.0,49.0,15.0,3,0
5,Bologna,2021-09-26,Giornata n. 6,Ospiti,P,2,Empoli,20.0,5.0,0,1,420.0,500.0,10.0,63.0,22.0,2,0
5,Fiorentina,2021-09-26,Giornata n. 6,Ospiti,V,1,Udinese,7.0,1.0,1,1,518.0,599.0,1.0,54.0,14.0,3,0
5,Cagliari,2021-09-26,Giornata n. 6,Ospiti,P,0,Napoli,6.0,0.0,0,0,297.0,375.0,4.0,33.0,13.0,1,0
5,Sampdoria,2021-09-26,Giornata n. 6,Ospiti,P,2,Juventus,6.0,3.0,0,0,391.0,487.0,2.0,50.0,18.0,3,0
5,Salernitana,2021-09-26,Giornata n. 6,Ospiti,P,0,Sassuolo,12.0,4.0,0,0,277.0,371.0,8.0,43.0,18.0,3,0
5,Lazio,2021-09-26,Giornata n. 6,Casa,V,3,Roma,10.0,4.0,0,0,406.0,475.0,1.0,50.0,16.0,2,0
5,Udinese,2021-09-26,Giornata n. 6,Casa,P,0,Fiorentina,12.0,5.0,0,0,423.0,506.0,4.0,46.0,17.0,2,0
5,Juventus,2021-09-26,Giornata n. 6,Casa,V,3,Sampdoria,15.0,5.0,1,1,387.0,478.0,4.0,50.0,24.0,4,0
5,Napoli,2021-09-26,Giornata n. 6,Casa,V,2,Cagliari,16.0,6.0,1,1,696.0,766.0,6.0,67.0,11.0,2,0
5,Roma,2021-09-26,Giornata n. 6,Ospiti,P,2,Lazio,19.0,6.0,1,1,409.0,481.0,9.0,50.0,14.0,4,0
5,Sassuolo,2021-09-26,Giornata n. 6,Casa,V,1,Salernitana,17.0,6.0,0,0,409.0,491.0,4.0,57.0,17.0,3,0
5,Empoli,2021-09-26,Giornata n. 6,Casa,V,4,Bologna,14.0,6.0,1,1,219.0,299.0,2.0,37.0,16.0,2,0
5,Torino,2021-09-27,Giornata n. 6,Ospiti,N,1,Venezia,8.0,3.0,0,0,417.0,521.0,1.0,56.0,20.0,4,1
5,Venezia,2021-09-27,Giornata n. 6,Casa,N,1,Torino,6.0,0.0,1,1,300.0,404.0,4.0,44.0,9.0,1,0
6,Venezia,2021-10-01,Giornata n. 7,Ospiti,N,1,Cagliari,12.0,4.0,0,0,455.0,548.0,4.0,58.0,20.0,5,0
6,Cagliari,2021-10-01,Giornata n. 7,Casa,N,1,Venezia,9.0,3.0,0,0,310.0,401.0,2.0,42.0,16.0,2,0
6,Sassuolo,2021-10-02,Giornata n. 7,Casa,P,1,Inter,11.0,7.0,1,1,432.0,524.0,6.0,55.0,11.0,4,0
6,Genoa,2021-10-02,Giornata n. 7,Ospiti,P,0,Salernitana,18.0,3.0,0,0,336.0,427.0,8.0,50.0,19.0,2,0
6,Torino,2021-10-02,Giornata n. 7,Casa,P,0,Juventus,13.0,2.0,0,0,347.0,452.0,4.0,48.0,23.0,3,0
6,Inter,2021-10-02,Giornata n. 7,Ospiti,V,2,Sassuolo,16.0,2.0,1,1,348.0,436.0,8.0,45.0,21.0,2,0
6,Juventus,2021-10-02,Giornata n. 7,Ospiti,V,1,Torino,10.0,3.0,0,0,386.0,488.0,6.0,52.0,16.0,1,0
6,Salernitana,2021-10-02,Giornata n. 7,Casa,V,1,Genoa,10.0,4.0,0,0,308.0,419.0,9.0,50.0,20.0,2,0
6,Empoli,2021-10-03,Giornata n. 7,Ospiti,P,0,Roma,12.0,3.0,0,0,304.0,368.0,5.0,36.0,17.0,3,0
6,Atalanta,2021-10-03,Giornata n. 7,Casa,P,2,Milan,16.0,4.0,1,1,406.0,499.0,9.0,56.0,13.0,1,0
6,Sampdoria,2021-10-03,Giornata n. 7,Casa,N,3,Udinese,11.0,2.0,1,1,365.0,450.0,6.0,54.0,14.0,4,0
6,Spezia,2021-10-03,Giornata n. 7,Ospiti,P,0,Hellas Verona,12.0,4.0,0,0,444.0,525.0,5.0,55.0,12.0,1,1
6,Milan,2021-10-03,Giornata n. 7,Ospiti,V,3,Atalanta,13.0,7.0,0,0,311.0,397.0,5.0,44.0,16.0,4,0
6,Hellas Verona,2021-10-03,Giornata n. 7,Casa,V,4,Spezia,6.0,4.0,0,0,345.0,428.0,1.0,45.0,17.0,1,0
6,Roma,2021-10-03,Giornata n. 7,Casa,V,2,Empoli,18.0,5.0,0,0,580.0,644.0,5.0,64.0,13.0,2,0
6,Lazio,2021-10-03,Giornata n. 7,Ospiti,P,0,Bologna,8.0,4.0,0,0,570.0,665.0,3.0,59.0,18.0,5,1
6,Bologna,2021-10-03,Giornata n. 7,Casa,V,3,Lazio,10.0,3.0,0,0,378.0,462.0,3.0,41.0,7.0,2,0
6,Fiorentina,2021-10-03,Giornata n. 7,Casa,P,1,Napoli,10.0,3.0,0,0,424.0,511.0,8.0,55.0,18.0,3,0
6,Napoli,2021-10-03,Giornata n. 7,Ospiti,V,2,Fiorentina,11.0,4.0,0,1,344.0,418.0,2.0,45.0,13.0,3,0
6,Udinese,2021-10-03,Giornata n. 7,Ospiti,N,3,Sampdoria,18.0,7.0,0,0,294.0,382.0,8.0,46.0,19.0,5,0
7,Spezia,2021-10-16,Giornata n. 8,Casa,V,2,Salernitana,18.0,5.0,0,0,384.0,505.0,10.0,59.0,16.0,2,0
7,Salernitana,2021-10-16,Giornata n. 8,Ospiti,P,1,Spezia,15.0,4.0,0,0,244.0,352.0,2.0,41.0,17.0,3,0
7,Inter,2021-10-16,Giornata n. 8,Ospiti,P,1,Lazio,11.0,3.0,1,1,470.0,554.0,3.0,48.0,12.0,6,0
7,Milan,2021-10-16,Giornata n. 8,Casa,V,3,Hellas Verona,16.0,3.0,1,1,338.0,451.0,5.0,53.0,11.0,1,0
7,Lazio,2021-10-16,Giornata n. 8,Casa,V,3,Inter,18.0,7.0,1,1,533.0,595.0,7.0,52.0,13.0,3,1
7,Hellas Verona,2021-10-16,Giornata n. 8,Ospiti,P,2,Milan,9.0,4.0,1,1,285.0,395.0,4.0,47.0,21.0,4,0
7,Napoli,2021-10-17,Giornata n. 8,Casa,V,1,Torino,10.0,2.0,0,1,333.0,440.0,3.0,51.0,6.0,2,0
7,Juventus,2021-10-17,Giornata n. 8,Casa,V,1,Roma,7.0,3.0,0,0,426.0,505.0,0.0,47.0,20.0,3,0
7,Bologna,2021-10-17,Giornata n. 8,Ospiti,N,1,Udinese,24.0,11.0,0,0,460.0,526.0,8.0,59.0,11.0,7,0
7,Udinese,2021-10-17,Giornata n. 8,Casa,N,1,Bologna,10.0,2.0,0,0,295.0,370.0,2.0,41.0,16.0,3,1
7,Torino,2021-10-17,Giornata n. 8,Ospiti,P,0,Napoli,11.0,3.0,0,0,306.0,418.0,4.0,49.0,25.0,4,0
7,Roma,2021-10-17,Giornata n. 8,Ospiti,P,0,Juventus,14.0,3.0,0,1,470.0,561.0,6.0,53.0,15.0,5,0
