,h_team,Risultato,h_goals,a_team,a_goals,h_total_shots,h_shots_on_target,h_goals_on_penalty,h_total_penalties,h_completed_passings,h_total_passings,h_corners,h_percentage_possession,h_fouls,h_yellow_cards,h_red_cards,a_total_shots,a_shots_on_target,a_goals_on_penalty,a_total_penalties,a_corners,a_yellow_cards,a_red_cards,a_fouls,a_completed_passings,a_total_passings,a_percentage_possession
0,Inter,V,3,Napoli,2,16.0,6.0,1,1,328.0,408.0,4.0,44.0,18.0,4,0,9.0,3.0,0,0,1.0,3,0,19.0,431.0,517.0,56.0
0,Genoa,P,0,Roma,2,1.0,1.0,0,0,342.0,425.0,2.0,41.0,12.0,3,0,18.0,3.0,0,0,7.0,2,0,15.0,515.0,609.0,59.0
0,Bologna,P,0,Venezia,1,24.0,6.0,0,0,603.0,711.0,17.0,67.0,6.0,0,0,8.0,6.0,0,0,0.0,3,0,11.0,282.0,353.0,33.0
0,Salernitana,P,0,Sampdoria,2,18.0,3.0,0,0,373.0,489.0,13.0,55.0,12.0,0,0,13.0,6.0,0,0,3.0,3,0,22.0,301.0,405.0,45.0
0,Torino,V,2,Udinese,1,14.0,3.0,0,0,367.0,479.0,4.0,51.0,20.0,1,0,18.0,7.0,0,0,7.0,3,0,21.0,351.0,461.0,49.0
0,Hellas Verona,V,2,Empoli,1,22.0,4.0,0,0,403.0,515.0,1.0,56.0,8.0,1,0,9.0,3.0,0,0,3.0,3,0,14.0,278.0,401.0,44.0
0,Cagliari,N,1,Salernitana,1,19.0,3.0,0,0,401.0,505.0,7.0,57.0,16.0,3,0,8.0,2.0,0,0,6.0,1,0,10.0,273.0,374.0,43.0
0,Sampdoria,V,3,Hellas Verona,1,15.0,6.0,0,0,246.0,365.0,4.0,42.0,16.0,4,0,15.0,4.0,0,0,5.0,1,0,17.0,405.0,495.0,58.0
0,Venezia,P,0,Inter,2,6.0,1.0,0,0,412.0,492.0,3.0,44.0,13.0,2,0,26.0,10.0,1,1,9.0,0,0,8.0,540.0,619.0,56.0
0,Empoli,V,2,Fiorentina,1,17.0,5.0,0,0,374.0,475.0,8.0,51.0,18.0,1,0,16.0,7.0,0,0,5.0,1,0,11.0,372.0,465.0,49.0
0,Juventus,P,0,Atalanta,1,15.0,2.0,0,0,491.0,586.0,6.0,59.0,16.0,4,0,7.0,1.0,0,0,4.0,5,0,23.0,307.0,405.0,41.0
0,Udinese,N,0,Genoa,0,16.0,3.0,0,0,323.0,416.0,8.0,43.0,19.0,3,0,9.0,2.0,0,0,1.0,4,0,11.0,446.0,554.0,57.0
0,Spezia,P,0,Bologna,1,14.0,6.0,0,0,330.0,419.0,3.0,43.0,17.0,3,0,16.0,4.0,1,1,6.0,1,0,12.0,463.0,561.0,57.0
0,Milan,P,1,Sassuolo,3,15.0,2.0,0,0,357.0,452.0,7.0,50.0,15.0,4,1,15.0,5.0,0,0,6.0,2,0,8.0,367.0,458.0,50.0
0,Napoli,V,4,Lazio,0,18.0,8.0,0,0,759.0,822.0,1.0,62.0,12.0,2,0,6.0,2.0,0,0,3.0,4,0,15.0,446.0,514.0,38.0
0,Roma,V,1,Torino,0,10.0,2.0,0,0,227.0,306.0,2.0,32.0,8.0,2,0,18.0,3.0,0,0,9.0,1,0,11.0,540.0,648.0,68.0
0,Atalanta,V,4,Venezia,0,19.0,6.0,0,0,551.0,636.0,4.0,58.0,12.0,0,0,8.0,4.0,0,0,2.0,1,0,12.0,372.0,461.0,42.0
0,Fiorentina,V,3,Sampdoria,1,17.0,7.0,0,0,533.0,612.0,3.0,60.0,6.0,0,0,11.0,4.0,0,0,6.0,3,0,17.0,311.0,411.0,40.0
0,Hellas Verona,N,0,Cagliari,0,15.0,6.0,0,0,524.0,639.0,11.0,68.0,17.0,3,0,12.0,3.0,0,0,1.0,2,0,14.0,174.0,295.0,32.0
0,Salernitana,P,0,Juventus,2,4.0,0.0,0,0,241.0,321.0,4.0,27.0,15.0,1,0,17.0,7.0,0,1,4.0,1,0,11.0,775.0,850.0,73.0
0,Sassuolo,N,2,Napoli,2,9.0,7.0,0,0,441.0,508.0,5.0,50.0,11.0,4,0,9.0,4.0,0,0,4.0,2,0,20.0,413.0,502.0,50.0
0,Bologna,V,1,Roma,0,6.0,3.0,0,0,325.0,421.0,3.0,42.0,9.0,3,0,13.0,5.0,0,0,3.0,4,0,18.0,478.0,571.0,58.0
0,Genoa,P,0,Milan,3,11.0,3.0,0,0,365.0,442.0,2.0,42.0,15.0,2,0,18.0,5.0,0,0,6.0,1,0,16.0,518.0,604.0,58.0
0,Inter,V,2,Spezia,0,30.0,10.0,1,1,618.0,697.0,11.0,63.0,19.0,1,0,7.0,4.0,0,0,1.0,2,0,14.0,334.0,411.0,37.0
0,Torino,N,2,Empoli,2,10.0,3.0,0,0,259.0,338.0,1.0,41.0,8.0,1,1,17.0,5.0,0,0,11.0,3,0,17.0,372.0,480.0,59.0
0,Lazio,N,4,Udinese,4,13.0,5.0,0,0,517.0,607.0,5.0,62.0,11.0,3,1,13.0,5.0,0,0,4.0,5,2,12.0,299.0,374.0,38.0
0,Milan,V,2,Salernitana,0,22.0,7.0,0,0,668.0,749.0,9.0,70.0,11.0,1,0,7.0,2.0,0,0,5.0,2,0,11.0,236.0,317.0,30.0
0,Roma,P,0,Inter,3,9.0,1.0,0,0,357.0,414.0,4.0,34.0,12.0,3,0,10.0,4.0,0,0,3.0,1,0,7.0,736.0,803.0,66.0
0,Napoli,P,2,Atalanta,3,15.0,4.0,0,0,481.0,568.0,6.0,55.0,19.0,2,0,21.0,7.0,0,0,7.0,3,0,21.0,391.0,466.0,45.0
0,Venezia,P,3,Hellas Verona,4,9.0,5.0,0,0,281.0,384.0,1.0,44.0,12.0,2,1,15.0,5.0,1,1,6.0,2,0,15.0,376.0,483.0,56.0
0,Spezia,N,2,Sassuolo,2,9.0,4.0,0,0,264.0,352.0,2.0,35.0,15.0,4,0,20.0,5.0,0,0,5.0,3,0,10.0,566.0,649.0,65.0
0,Sampdoria,P,1,Lazio,3,18.0,5.0,0,0,443.0,560.0,7.0,48.0,16.0,4,0,6.0,5.0,0,0,0.0,3,1,10.0,503.0,600.0,52.0
0,Bologna,P,2,Fiorentina,3,8.0,3.0,0,0,288.0,366.0,0.0,37.0,12.0,3,0,5.0,2.0,1,1,2.0,3,0,16.0,534.0,622.0,63.0
0,Juventus,V,2,Genoa,0,27.0,12.0,0,0,705.0,785.0,4.0,70.0,15.0,3,0,0.0,0.0,0,0,1.0,1,0,8.0,253.0,340.0,30.0
0,Cagliari,N,1,Torino,1,16.0,2.0,0,0,288.0,440.0,5.0,52.0,12.0,2,0,8.0,3.0,0,0,2.0,4,0,28.0,285.0,408.0,48.0
0,Empoli,V,3,Udinese,1,22.0,8.0,0,0,442.0,536.0,8.0,57.0,15.0,4,0,19.0,8.0,0,0,6.0,3,0,20.0,319.0,411.0,43.0
0,Genoa,P,1,Sampdoria,3,12.0,2.0,0,0,360.0,493.0,8.0,54.0,15.0,2,0,14.0,5.0,0,0,3.0,2,0,18.0,284.0,423.0,46.0
0,Udinese,N,1,Milan,1,11.0,6.0,0,0,259.0,348.0,3.0,34.0,21.0,2,1,12.0,1.0,0,0,5.0,2,0,11.0,572.0,687.0,66.0
0,Fiorentina,V,4,Salernitana,0,17.0,9.0,0,0,678.0,768.0,1.0,70.0,10.0,1,0,11.0,6.0,0,0,3.0,1,0,12.0,251.0,336.0,30.0
0,Venezia,N,1,Juventus,1,13.0,4.0,0,0,302.0,404.0,3.0,40.0,20.0,4,0,20.0,6.0,0,0,11.0,2,0,13.0,501.0,611.0,60.0
0,Napoli,P,0,Empoli,1,30.0,6.0,0,0,522.0,616.0,10.0,60.0,8.0,0,0,12.0,5.0,0,0,3.0,1,0,14.0,334.0,418.0,40.0
0,Hellas Verona,P,1,Atalanta,2,19.0,3.0,0,0,345.0,513.0,6.0,53.0,14.0,2,0,14.0,6.0,0,0,6.0,1,0,11.0,305.0,453.0,47.0
0,Sassuolo,V,2,Lazio,1,17.0,6.0,0,0,589.0,679.0,6.0,59.0,9.0,1,1,6.0,2.0,0,0,0.0,2,0,12.0,388.0,474.0,41.0
0,Inter,V,4,Cagliari,0,23.0,14.0,0,1,731.0,814.0,9.0,75.0,9.0,1,0,5.0,2.0,0,0,0.0,2,0,15.0,201.0,268.0,25.0
0,Torino,V,2,Bologna,1,16.0,7.0,0,0,330.0,439.0,5.0,49.0,18.0,2,0,7.0,4.0,1,1,0.0,4,0,19.0,361.0,465.0,51.0
0,Roma,V,2,Spezia,0,12.0,5.0,0,0,456.0,555.0,9.0,52.0,13.0,4,1,8.0,2.0,0,0,4.0,1,0,8.0,411.0,505.0,48.0
0,Lazio,V,3,Genoa,1,11.0,5.0,0,0,586.0,677.0,5.0,55.0,9.0,0,0,4.0,2.0,0,0,2.0,3,0,11.0,469.0,555.0,45.0
0,Salernitana,P,0,Inter,5,10.0,2.0,0,0,274.0,353.0,3.0,35.0,11.0,1,0,23.0,8.0,0,0,10.0,2,0,12.0,590.0,666.0,65.0
0,Cagliari,P,0,Udinese,4,5.0,2.0,0,0,436.0,544.0,4.0,55.0,12.0,4,1,10.0,5.0,0,0,2.0,2,0,15.0,355.0,448.0,45.0
0,Atalanta,P,1,Roma,4,17.0,6.0,0,0,606.0,704.0,10.0,71.0,11.0,1,0,8.0,5.0,0,0,0.0,3,0,18.0,222.0,294.0,29.0
0,Bologna,P,0,Juventus,2,11.0,3.0,0,0,476.0,581.0,8.0,57.0,10.0,1,0,11.0,7.0,0,0,3.0,1,0,20.0,346.0,435.0,43.0
0,Milan,P,0,Napoli,1,12.0,2.0,0,0,400.0,518.0,5.0,48.0,16.0,0,0,11.0,2.0,0,0,5.0,2,0,21.0,448.0,552.0,52.0
0,Fiorentina,N,2,Sassuolo,2,23.0,8.0,0,0,472.0,561.0,9.0,57.0,7.0,3,1,8.0,4.0,0,0,3.0,5,0,18.0,343.0,425.0,43.0
0,Spezia,N,1,Empoli,1,9.0,2.0,0,0,220.0,298.0,3.0,34.0,24.0,3,0,22.0,7.0,0,0,5.0,2,0,12.0,490.0,590.0,66.0
0,Torino,V,1,Hellas Verona,0,8.0,1.0,0,0,506.0,621.0,5.0,66.0,15.0,1,0,8.0,2.0,0,0,3.0,2,1,6.0,205.0,323.0,34.0
0,Sampdoria,N,1,Venezia,1,18.0,7.0,0,0,324.0,440.0,4.0,50.0,10.0,2,0,12.0,1.0,0,0,3.0,1,0,20.0,339.0,448.0,50.0
0,Juventus,V,2,Cagliari,0,15.0,4.0,0,0,528.0,623.0,7.0,63.0,18.0,0,0,6.0,1.0,0,0,1.0,3,0,18.0,275.0,369.0,37.0
0,Genoa,N,0,Atalanta,0,1.0,0.0,0,0,205.0,347.0,3.0,33.0,16.0,2,0,17.0,3.0,0,0,8.0,1,0,16.0,542.0,711.0,67.0
0,Venezia,P,1,Lazio,3,10.0,2.0,0,0,446.0,525.0,4.0,47.0,13.0,3,1,7.0,4.0,0,0,4.0,3,0,12.0,510.0,587.0,53.0
0,Roma,N,1,Sampdoria,1,15.0,4.0,0,0,469.0,589.0,10.0,54.0,6.0,0,0,9.0,2.0,0,0,2.0,3,0,10.0,389.0,493.0,46.0
0,Napoli,P,0,Spezia,1,27.0,6.0,0,0,562.0,653.0,10.0,65.0,15.0,2,0,8.0,0.0,0,0,5.0,3,0,13.0,261.0,355.0,35.0
0,Sassuolo,P,0,Bologna,3,13.0,5.0,0,0,477.0,566.0,5.0,59.0,15.0,1,0,9.0,5.0,0,0,5.0,3,0,14.0,299.0,390.0,41.0
0,Inter,V,1,Torino,0,15.0,3.0,0,0,413.0,526.0,7.0,54.0,12.0,1,0,12.0,3.0,0,0,4.0,0,0,19.0,342.0,454.0,46.0
0,Empoli,P,2,Milan,4,15.0,4.0,1,1,415.0,513.0,6.0,56.0,18.0,1,0,18.0,8.0,0,0,3.0,2,0,16.0,324.0,409.0,44.0
0,Hellas Verona,N,1,Fiorentina,1,7.0,2.0,0,0,256.0,380.0,3.0,40.0,16.0,2,0,11.0,1.0,0,0,8.0,1,0,5.0,447.0,570.0,60.0
0,Lazio,N,3,Empoli,3,22.0,8.0,0,1,503.0,586.0,9.0,62.0,14.0,4,0,10.0,3.0,1,1,2.0,4,0,12.0,278.0,360.0,38.0
0,Sampdoria,P,1,Cagliari,2,4.0,2.0,0,0,369.0,496.0,0.0,49.0,14.0,1,1,15.0,7.0,0,0,5.0,3,0,17.0,395.0,518.0,51.0
0,Milan,V,3,Roma,1,17.0,3.0,1,2,347.0,441.0,3.0,55.0,6.0,2,0,11.0,5.0,0,0,9.0,7,2,20.0,274.0,364.0,45.0
0,Sassuolo,N,1,Genoa,1,28.0,7.0,0,0,718.0,810.0,7.0,74.0,8.0,3,0,4.0,1.0,0,0,4.0,0,0,12.0,199.0,287.0,26.0
0,Juventus,N,1,Napoli,1,22.0,5.0,0,0,420.0,493.0,4.0,44.0,8.0,2,0,16.0,4.0,0,0,3.0,1,0,12.0,544.0,627.0,56.0
0,Spezia,P,1,Hellas Verona,2,9.0,3.0,0,0,228.0,348.0,6.0,40.0,13.0,3,1,22.0,5.0,0,0,7.0,2,0,11.0,412.0,521.0,60.0
0,Roma,P,3,Juventus,4,19.0,6.0,0,1,369.0,471.0,8.0,53.0,13.0,3,0,14.0,5.0,0,0,1.0,4,1,12.0,349.0,417.0,47.0
0,Napoli,V,1,Sampdoria,0,22.0,5.0,0,0,672.0,758.0,13.0,69.0,13.0,0,0,11.0,1.0,0,0,0.0,2,0,12.0,272.0,346.0,31.0
0,Udinese,P,2,Atalanta,6,8.0,4.0,0,0,349.0,453.0,2.0,40.0,10.0,2,0,21.0,7.0,0,0,5.0,2,0,12.0,568.0,671.0,60.0
0,Venezia,P,0,Milan,3,10.0,3.0,0,0,332.0,418.0,1.0,38.0,11.0,1,1,17.0,6.0,1,1,7.0,3,0,15.0,584.0,670.0,62.0
0,Hellas Verona,P,1,Salernitana,2,24.0,7.0,0,0,498.0,608.0,17.0,70.0,13.0,1,1,8.0,4.0,1,1,4.0,3,0,12.0,157.0,258.0,30.0
0,Inter,V,2,Lazio,1,17.0,5.0,0,0,602.0,681.0,4.0,60.0,11.0,1,0,5.0,2.0,0,0,3.0,4,0,17.0,373.0,456.0,40.0
0,Empoli,P,1,Sassuolo,5,15.0,4.0,0,0,398.0,485.0,5.0,45.0,13.0,2,1,24.0,12.0,1,1,5.0,3,0,17.0,501.0,584.0,55.0
0,Genoa,P,0,Spezia,1,15.0,2.0,0,0,422.0,539.0,7.0,54.0,17.0,3,0,17.0,9.0,0,0,4.0,3,0,17.0,354.0,467.0,46.0
0,Torino,V,4,Fiorentina,0,9.0,6.0,0,0,314.0,417.0,1.0,45.0,19.0,2,0,11.0,4.0,0,0,5.0,2,0,12.0,400.0,503.0,55.0
0,Cagliari,V,2,Bologna,1,13.0,4.0,0,0,354.0,482.0,5.0,53.0,14.0,3,0,10.0,3.0,0,0,5.0,2,0,19.0,294.0,426.0,47.0
0,Sampdoria,P,1,Torino,2,11.0,3.0,0,0,211.0,332.0,3.0,37.0,13.0,0,0,20.0,12.0,0,0,10.0,2,0,14.0,448.0,571.0,63.0
0,Juventus,V,2,Udinese,0,14.0,4.0,0,0,621.0,710.0,7.0,66.0,14.0,1,0,16.0,3.0,0,0,6.0,2,0,10.0,296.0,371.0,34.0
0,Salernitana,P,0,Lazio,3,7.0,1.0,0,0,267.0,338.0,3.0,27.0,12.0,2,0,15.0,8.0,0,0,7.0,3,0,16.0,841.0,917.0,73.0
0,Atalanta,N,0,Inter,0,12.0,6.0,0,0,306.0,412.0,6.0,37.0,15.0,2,0,11.0,3.0,0,0,4.0,2,0,12.0,597.0,699.0,63.0
0,Sassuolo,P,2,Hellas Verona,4,14.0,5.0,0,0,378.0,489.0,9.0,55.0,6.0,2,0,20.0,5.0,1,1,7.0,4,0,18.0,291.0,394.0,45.0
0,Roma,V,1,Cagliari,0,14.0,6.0,1,1,475.0,579.0,1.0,56.0,15.0,3,0,8.0,2.0,0,0,1.0,4,0,20.0,334.0,458.0,44.0
0,Venezia,N,1,Empoli,1,14.0,3.0,0,0,333.0,434.0,6.0,50.0,16.0,3,0,18.0,6.0,0,0,5.0,5,0,19.0,347.0,439.0,50.0
0,Bologna,P,0,Napoli,2,12.0,5.0,0,0,349.0,438.0,1.0,39.0,10.0,3,0,14.0,5.0,0,0,4.0,1,0,11.0,579.0,678.0,61.0
0,Fiorentina,V,6,Genoa,0,21.0,11.0,0,1,716.0,787.0,4.0,73.0,12.0,1,0,3.0,0.0,0,0,0.0,3,0,19.0,214.0,288.0,27.0
0,Milan,P,1,Spezia,2,24.0,8.0,0,1,448.0,540.0,10.0,60.0,13.0,2,0,10.0,6.0,0,0,1.0,5,0,18.0,274.0,367.0,40.0
0,Hellas Verona,V,2,Bologna,1,14.0,6.0,0,0,360.0,490.0,7.0,57.0,21.0,2,0,8.0,2.0,0,0,2.0,4,0,9.0,247.0,373.0,43.0
0,Inter,V,2,Venezia,1,24.0,12.0,0,0,639.0,752.0,6.0,71.0,14.0,3,0,3.0,3.0,0,0,0.0,4,0,10.0,219.0,311.0,29.0
0,Lazio,N,0,Atalanta,0,9.0,1.0,0,0,639.0,741.0,4.0,61.0,10.0,0,0,6.0,2.0,0,0,1.0,3,0,17.0,384.0,468.0,39.0
0,Genoa,N,0,Udinese,0,10.0,2.0,0,0,220.0,380.0,10.0,52.0,26.0,4,1,2.0,0.0,0,0,4.0,4,0,18.0,205.0,351.0,48.0
0,Napoli,V,4,Salernitana,1,24.0,12.0,2,2,895.0,981.0,10.0,81.0,9.0,0,0,1.0,1.0,0,0,0.0,4,1,14.0,145.0,223.0,19.0
0,Torino,N,1,Sassuolo,1,21.0,6.0,0,0,341.0,447.0,4.0,50.0,25.0,3,0,6.0,1.0,0,0,3.0,3,0,18.0,335.0,442.0,50.0
0,Spezia,V,1,Sampdoria,0,7.0,2.0,0,0,275.0,368.0,2.0,40.0,25.0,2,0,8.0,0.0,0,0,4.0,4,1,11.0,439.0,557.0,60.0
0,Empoli,P,2,Roma,4,16.0,7.0,0,0,455.0,551.0,2.0,58.0,14.0,2,0,16.0,7.0,0,0,3.0,2,0,17.0,306.0,395.0,42.0
0,Milan,N,0,Juventus,0,14.0,4.0,0,0,392.0,497.0,4.0,47.0,18.0,2,0,8.0,0.0,0,0,1.0,2,0,22.0,478.0,559.0,53.0
0,Cagliari,N,1,Fiorentina,1,11.0,1.0,0,1,196.0,293.0,6.0,41.0,24.0,3,0,14.0,5.0,0,1,4.0,3,1,15.0,326.0,426.0,59.0
0,Roma,N,0,Genoa,0,23.0,3.0,0,0,406.0,520.0,6.0,62.0,10.0,3,1,10.0,3.0,0,0,4.0,2,1,23.0,181.0,316.0,38.0
0,Inter,P,1,Milan,2,12.0,5.0,0,0,318.0,396.0,6.0,46.0,22.0,2,0,10.0,3.0,0,0,4.0,4,1,14.0,375.0,457.0,54.0
0,Fiorentina,P,0,Lazio,3,9.0,3.0,0,0,446.0,522.0,4.0,50.0,15.0,3,1,12.0,7.0,0,0,3.0,5,0,16.0,445.0,520.0,50.0
0,Atalanta,P,1,Cagliari,2,10.0,4.0,0,0,515.0,629.0,3.0,61.0,14.0,1,1,7.0,4.0,0,0,1.0,5,0,14.0,305.0,406.0,39.0
0,Sampdoria,V,4,Sassuolo,0,10.0,6.0,1,1,262.0,356.0,3.0,40.0,17.0,2,0,25.0,9.0,0,0,9.0,2,0,15.0,450.0,533.0,60.0
0,Bologna,N,0,Empoli,0,12.0,2.0,0,0,448.0,560.0,3.0,59.0,11.0,2,0,15.0,4.0,0,0,5.0,4,0,15.0,279.0,383.0,41.0
0,Venezia,P,0,Napoli,2,7.0,3.0,0,0,306.0,397.0,2.0,34.0,12.0,2,1,16.0,6.0,0,0,6.0,2,0,11.0,672.0,780.0,66.0
0,Udinese,V,2,Torino,0,10.0,2.0,1,1,220.0,347.0,8.0,42.0,11.0,3,0,5.0,1.0,0,0,3.0,5,1,22.0,356.0,479.0,58.0
0,Juventus,V,2,Hellas Verona,0,11.0,8.0,0,0,362.0,461.0,6.0,46.0,12.0,1,0,13.0,1.0,0,0,5.0,1,0,11.0,440.0,552.0,54.0
0,Salernitana,N,2,Spezia,2,10.0,5.0,0,0,395.0,512.0,5.0,56.0,13.0,3,0,11.0,0.0,2,2,6.0,3,0,22.0,299.0,396.0,44.0
0,Torino,P,1,Venezia,2,14.0,2.0,0,0,406.0,520.0,8.0,67.0,16.0,2,0,6.0,2.0,0,0,4.0,3,1,13.0,151.0,258.0,33.0
0,Lazio,V,3,Bologna,0,11.0,5.0,1,1,549.0,634.0,5.0,57.0,13.0,2,0,11.0,3.0,0,0,3.0,2,0,16.0,422.0,488.0,43.0
0,Napoli,N,1,Inter,1,12.0,3.0,1,1,456.0,534.0,4.0,49.0,7.0,1,0,8.0,2.0,0,0,2.0,1,0,14.0,485.0,564.0,51.0
0,Sassuolo,N,2,Roma,2,12.0,3.0,0,0,345.0,425.0,4.0,46.0,12.0,4,1,12.0,7.0,1,1,3.0,2,0,16.0,397.0,503.0,54.0
0,Atalanta,N,1,Juventus,1,21.0,3.0,0,0,456.0,551.0,8.0,52.0,13.0,2,0,15.0,6.0,0,0,8.0,3,0,12.0,396.0,504.0,48.0
0,Hellas Verona,V,4,Udinese,0,6.0,5.0,0,0,271.0,388.0,2.0,44.0,17.0,3,0,21.0,6.0,0,0,7.0,1,0,8.0,354.0,487.0,56.0
0,Milan,V,1,Sampdoria,0,15.0,7.0,0,0,418.0,510.0,4.0,50.0,14.0,3,0,4.0,1.0,0,0,0.0,1,0,14.0,410.0,505.0,50.0
0,Genoa,N,1,Salernitana,1,16.0,5.0,0,0,268.0,388.0,5.0,49.0,22.0,3,0,12.0,4.0,0,0,4.0,2,0,11.0,277.0,396.0,51.0
0,Empoli,N,1,Cagliari,1,15.0,6.0,0,0,253.0,369.0,6.0,45.0,19.0,1,0,17.0,4.0,0,0,4.0,2,0,14.0,320.0,444.0,55.0
0,Spezia,P,1,Fiorentina,2,9.0,1.0,0,0,192.0,263.0,4.0,33.0,20.0,2,0,20.0,4.0,0,1,8.0,1,0,10.0,433.0,527.0,67.0
0,Juventus,N,1,Torino,1,12.0,3.0,0,0,318.0,412.0,7.0,46.0,17.0,1,0,10.0,3.0,0,0,9.0,2,0,20.0,391.0,489.0,54.0
0,Sampdoria,V,2,Empoli,0,8.0,3.0,0,0,296.0,391.0,3.0,42.0,17.0,4,0,10.0,2.0,0,0,6.0,2,0,12.0,435.0,538.0,58.0
0,Salernitana,N,2,Milan,2,9.0,4.0,0,0,259.0,349.0,4.0,40.0,19.0,2,0,13.0,5.0,0,0,7.0,4,0,13.0,430.0,532.0,60.0
0,Roma,N,2,Hellas Verona,2,7.0,3.0,0,0,411.0,550.0,4.0,57.0,19.0,3,0,5.0,3.0,0,0,2.0,2,0,14.0,293.0,419.0,43.0
0,Fiorentina,V,1,Atalanta,0,6.0,3.0,0,0,373.0,461.0,2.0,49.0,19.0,2,0,7.0,1.0,0,0,1.0,5,0,23.0,382.0,471.0,51.0
0,Inter,P,0,Sassuolo,2,29.0,7.0,0,0,537.0,628.0,8.0,58.0,12.0,1,0,13.0,5.0,0,0,3.0,2,0,14.0,367.0,447.0,42.0
0,Udinese,N,1,Lazio,1,12.0,2.0,0,0,325.0,407.0,2.0,41.0,24.0,3,0,10.0,2.0,0,0,12.0,2,0,9.0,503.0,588.0,59.0
