,h_team,Risultato,h_goals,a_team,a_goals,h_total_shots,h_shots_on_target,h_goals_on_penalty,h_total_penalties,h_completed_passings,h_total_passings,h_corners,h_percentage_possession,h_fouls,h_yellow_cards,h_red_cards,a_total_shots,a_shots_on_target,a_goals_on_penalty,a_total_penalties,a_corners,a_yellow_cards,a_red_cards,a_fouls,a_completed_passings,a_total_passings,a_percentage_possession
0,Venezia,N,1,Genoa,1,15.0,4.0,0,0,218.0,369.0,6.0,47.0,14.0,2,0,12.0,2.0,0,0,5.0,2,0,19.0,272.0,421.0,53.0
0,Bologna,V,2,Spezia,1,19.0,7.0,0,0,456.0,566.0,11.0,61.0,7.0,1,0,6.0,2.0,0,0,0.0,1,0,16.0,263.0,360.0,39.0
0,Cagliari,N,1,Napoli,1,13.0,5.0,0,0,290.0,419.0,3.0,46.0,18.0,1,0,7.0,3.0,0,0,5.0,2,0,22.0,363.0,494.0,54.0
0,Milan,N,1,Udinese,1,9.0,3.0,0,0,445.0,535.0,5.0,62.0,14.0,2,0,11.0,6.0,0,0,4.0,4,0,19.0,247.0,328.0,38.0
0,Genoa,N,0,Inter,0,7.0,1.0,0,0,157.0,266.0,0.0,29.0,12.0,1,0,21.0,4.0,0,0,14.0,1,0,10.0,529.0,652.0,71.0
0,Salernitana,N,1,Bologna,1,16.0,4.0,0,0,372.0,463.0,6.0,56.0,18.0,2,0,8.0,3.0,0,0,1.0,3,0,26.0,276.0,370.0,44.0
0,Empoli,P,2,Juventus,3,11.0,2.0,0,0,419.0,519.0,7.0,53.0,18.0,2,0,12.0,5.0,0,0,3.0,0,0,8.0,372.0,463.0,47.0
0,Sassuolo,V,2,Fiorentina,1,16.0,6.0,0,0,376.0,450.0,6.0,49.0,14.0,1,0,15.0,6.0,0,0,10.0,2,1,13.0,365.0,463.0,51.0
0,Lazio,P,1,Napoli,2,13.0,8.0,0,0,497.0,568.0,1.0,45.0,14.0,3,0,14.0,7.0,0,0,5.0,2,0,17.0,601.0,690.0,55.0
0,Hellas Verona,V,3,Venezia,1,19.0,11.0,0,0,393.0,525.0,5.0,57.0,13.0,0,0,9.0,3.0,0,0,5.0,1,0,14.0,249.0,389.0,43.0
0,Spezia,P,0,Roma,1,9.0,3.0,0,0,270.0,365.0,1.0,36.0,13.0,5,1,30.0,7.0,1,1,8.0,3,0,11.0,560.0,655.0,64.0
0,Torino,P,1,Cagliari,2,15.0,6.0,0,0,319.0,467.0,4.0,57.0,21.0,2,0,11.0,5.0,0,0,3.0,4,0,25.0,213.0,359.0,43.0
0,Atalanta,V,4,Sampdoria,0,19.0,9.0,0,0,556.0,659.0,8.0,56.0,15.0,1,0,6.0,1.0,0,0,1.0,2,0,8.0,407.0,514.0,44.0
0,Inter,V,5,Salernitana,0,23.0,12.0,0,0,503.0,575.0,10.0,60.0,12.0,2,0,11.0,3.0,0,0,3.0,1,0,8.0,322.0,384.0,40.0
0,Cagliari,P,0,Lazio,3,16.0,3.0,0,0,357.0,481.0,7.0,45.0,11.0,3,0,14.0,4.0,1,1,6.0,2,1,13.0,477.0,587.0,55.0
0,Roma,V,1,Atalanta,0,13.0,4.0,0,0,250.0,346.0,6.0,36.0,18.0,6,1,7.0,4.0,0,0,3.0,4,1,17.0,543.0,628.0,64.0
0,Udinese,V,2,Sampdoria,1,20.0,5.0,0,0,281.0,404.0,11.0,43.0,20.0,5,0,8.0,3.0,0,0,4.0,2,0,15.0,413.0,535.0,57.0
0,Bologna,N,0,Torino,0,6.0,1.0,0,0,273.0,385.0,5.0,52.0,23.0,3,0,13.0,2.0,0,0,7.0,3,0,16.0,250.0,357.0,48.0
0,Genoa,N,0,Empoli,0,19.0,6.0,0,0,336.0,458.0,7.0,52.0,15.0,4,0,8.0,2.0,0,0,2.0,3,0,22.0,276.0,422.0,48.0
0,Juventus,V,1,Spezia,0,10.0,3.0,0,0,534.0,616.0,4.0,56.0,15.0,3,0,9.0,4.0,0,0,4.0,1,0,13.0,392.0,475.0,44.0
0,Venezia,P,1,Sassuolo,4,15.0,4.0,0,1,342.0,431.0,8.0,45.0,18.0,4,0,13.0,7.0,3,3,6.0,1,0,15.0,433.0,520.0,55.0
0,Fiorentina,N,1,Hellas Verona,1,8.0,2.0,0,0,313.0,416.0,4.0,50.0,15.0,0,0,3.0,1.0,1,1,2.0,4,0,15.0,307.0,412.0,50.0
0,Napoli,P,0,Milan,1,10.0,3.0,0,0,497.0,581.0,6.0,60.0,10.0,4,0,12.0,7.0,0,0,7.0,4,0,20.0,310.0,392.0,40.0
0,Spezia,V,2,Cagliari,0,14.0,8.0,0,1,220.0,350.0,5.0,43.0,13.0,1,0,11.0,1.0,0,0,7.0,4,0,20.0,333.0,465.0,57.0
0,Salernitana,N,2,Sassuolo,2,15.0,5.0,0,0,392.0,476.0,5.0,47.0,13.0,2,0,20.0,7.0,0,0,5.0,4,1,16.0,455.0,527.0,53.0
0,Sampdoria,P,1,Juventus,3,16.0,4.0,0,1,490.0,561.0,9.0,49.0,7.0,0,0,5.0,2.0,1,1,0.0,2,0,17.0,525.0,594.0,51.0
0,Milan,V,1,Empoli,0,15.0,5.0,0,0,451.0,543.0,5.0,52.0,7.0,1,0,5.0,3.0,0,0,4.0,0,0,12.0,397.0,492.0,48.0
0,Fiorentina,V,1,Bologna,0,14.0,5.0,0,0,423.0,529.0,9.0,61.0,10.0,1,0,4.0,0.0,0,0,1.0,5,1,17.0,243.0,340.0,39.0
0,Hellas Verona,P,1,Napoli,2,8.0,1.0,0,0,365.0,469.0,3.0,49.0,19.0,6,2,13.0,4.0,0,0,5.0,0,0,9.0,375.0,485.0,51.0
0,Torino,N,1,Inter,1,13.0,3.0,0,0,323.0,424.0,3.0,44.0,17.0,1,0,14.0,6.0,0,0,4.0,5,0,21.0,403.0,529.0,56.0
0,Atalanta,N,0,Genoa,0,12.0,2.0,0,0,461.0,644.0,4.0,59.0,14.0,2,0,13.0,3.0,0,0,3.0,0,0,18.0,291.0,455.0,41.0
0,Udinese,N,1,Roma,1,11.0,5.0,0,0,285.0,367.0,6.0,37.0,17.0,3,0,9.0,2.0,1,1,4.0,2,0,14.0,534.0,619.0,63.0
0,Lazio,V,1,Venezia,0,9.0,0.0,1,1,670.0,760.0,8.0,66.0,10.0,1,0,7.0,2.0,0,0,4.0,1,0,13.0,315.0,387.0,34.0
0,Genoa,V,1,Torino,0,7.0,2.0,0,0,134.0,239.0,2.0,26.0,13.0,3,1,9.0,3.0,0,0,3.0,3,0,19.0,605.0,692.0,74.0
0,Sassuolo,V,4,Spezia,1,14.0,6.0,1,1,490.0,578.0,6.0,58.0,14.0,2,0,6.0,1.0,0,0,2.0,3,0,18.0,333.0,426.0,42.0
0,Inter,N,1,Fiorentina,1,13.0,5.0,0,0,433.0,525.0,5.0,50.0,15.0,1,0,17.0,4.0,0,0,3.0,2,0,13.0,424.0,518.0,50.0
0,Napoli,V,2,Udinese,1,20.0,8.0,0,0,531.0,621.0,7.0,64.0,10.0,2,0,10.0,3.0,0,0,4.0,2,1,13.0,264.0,354.0,36.0
0,Cagliari,P,0,Milan,1,13.0,1.0,0,0,242.0,368.0,6.0,43.0,14.0,1,0,21.0,5.0,0,0,5.0,0,0,16.0,397.0,494.0,57.0
0,Bologna,P,0,Atalanta,1,12.0,3.0,0,0,467.0,604.0,6.0,60.0,9.0,0,0,15.0,2.0,0,0,3.0,1,0,12.0,279.0,400.0,40.0
0,Empoli,N,1,Hellas Verona,1,7.0,2.0,0,0,213.0,332.0,3.0,38.0,17.0,2,0,13.0,4.0,0,1,7.0,3,0,13.0,428.0,532.0,62.0
0,Venezia,P,0,Sampdoria,2,13.0,1.0,0,0,296.0,405.0,3.0,47.0,30.0,5,1,8.0,4.0,0,0,4.0,1,0,24.0,348.0,457.0,53.0
0,Roma,V,3,Lazio,0,12.0,6.0,0,0,256.0,342.0,5.0,34.0,17.0,4,0,9.0,3.0,0,0,3.0,3,0,14.0,577.0,669.0,66.0
0,Juventus,V,2,Salernitana,0,12.0,7.0,0,0,477.0,557.0,5.0,56.0,11.0,3,0,12.0,4.0,0,0,5.0,2,0,13.0,364.0,440.0,44.0
0,Spezia,V,1,Venezia,0,11.0,4.0,0,0,332.0,453.0,5.0,53.0,18.0,3,0,15.0,3.0,0,0,2.0,1,0,14.0,310.0,405.0,47.0
0,Lazio,V,2,Sassuolo,1,14.0,5.0,0,0,570.0,638.0,4.0,54.0,11.0,1,0,20.0,5.0,0,0,3.0,3,0,8.0,494.0,554.0,46.0
0,Salernitana,P,0,Torino,1,14.0,4.0,0,0,283.0,410.0,9.0,53.0,16.0,5,1,7.0,4.0,1,1,2.0,4,0,29.0,269.0,368.0,47.0
0,Sampdoria,P,0,Roma,1,8.0,3.0,0,0,379.0,483.0,4.0,49.0,16.0,2,0,6.0,1.0,0,0,4.0,3,0,15.0,414.0,510.0,51.0
0,Udinese,V,5,Cagliari,1,24.0,11.0,0,0,392.0,469.0,2.0,51.0,20.0,2,0,6.0,3.0,0,0,2.0,4,1,15.0,346.0,450.0,49.0
0,Atalanta,P,1,Napoli,3,19.0,3.0,0,0,485.0,579.0,9.0,55.0,17.0,2,0,5.0,4.0,1,1,1.0,3,0,12.0,368.0,473.0,45.0
0,Juventus,P,0,Inter,1,22.0,5.0,0,0,449.0,543.0,8.0,54.0,10.0,4,1,5.0,1.0,1,1,1.0,4,0,20.0,376.0,461.0,46.0
0,Fiorentina,V,1,Empoli,0,24.0,11.0,0,0,506.0,574.0,4.0,61.0,10.0,1,0,4.0,1.0,0,0,0.0,3,1,19.0,294.0,361.0,39.0
0,Milan,N,0,Bologna,0,33.0,7.0,0,0,377.0,484.0,9.0,53.0,11.0,0,0,8.0,4.0,0,0,2.0,2,0,10.0,328.0,425.0,47.0
0,Hellas Verona,V,1,Genoa,0,7.0,4.0,0,0,261.0,395.0,2.0,46.0,17.0,4,0,7.0,4.0,0,0,5.0,3,0,15.0,295.0,465.0,54.0
0,Cagliari,P,1,Juventus,2,4.0,1.0,0,0,256.0,375.0,1.0,41.0,19.0,1,0,20.0,7.0,0,0,4.0,0,0,10.0,436.0,533.0,59.0
0,Inter,V,2,Hellas Verona,0,18.0,6.0,0,0,335.0,455.0,10.0,48.0,14.0,2,0,9.0,3.0,0,0,2.0,0,0,8.0,394.0,486.0,52.0
0,Empoli,N,0,Spezia,0,15.0,4.0,0,0,364.0,477.0,5.0,57.0,10.0,2,0,11.0,4.0,0,0,4.0,2,0,21.0,251.0,357.0,43.0
0,Torino,N,0,Milan,0,14.0,3.0,0,0,268.0,361.0,6.0,43.0,19.0,2,0,14.0,4.0,0,0,5.0,2,0,8.0,365.0,472.0,57.0
0,Roma,V,2,Salernitana,1,17.0,7.0,0,0,456.0,548.0,9.0,66.0,19.0,5,0,6.0,3.0,0,0,2.0,8,0,25.0,203.0,284.0,34.0
0,Sassuolo,V,2,Atalanta,1,14.0,7.0,0,0,442.0,526.0,8.0,51.0,19.0,2,0,15.0,4.0,0,0,8.0,1,0,15.0,421.0,509.0,49.0
0,Napoli,P,2,Fiorentina,3,15.0,3.0,0,0,437.0,528.0,3.0,50.0,14.0,0,0,11.0,4.0,0,0,2.0,3,0,19.0,442.0,528.0,50.0
0,Venezia,P,1,Udinese,2,9.0,4.0,0,0,299.0,395.0,7.0,52.0,16.0,7,0,15.0,4.0,1,1,11.0,2,0,14.0,261.0,367.0,48.0
0,Genoa,P,1,Lazio,4,15.0,4.0,0,0,349.0,442.0,3.0,44.0,9.0,0,0,17.0,11.0,0,0,6.0,1,0,9.0,467.0,573.0,56.0
0,Bologna,V,2,Sampdoria,0,19.0,4.0,0,0,456.0,557.0,6.0,53.0,12.0,1,0,9.0,2.0,0,0,0.0,2,0,12.0,403.0,495.0,47.0
0,Milan,V,2,Genoa,0,10.0,5.0,0,0,442.0,536.0,3.0,58.0,11.0,1,0,7.0,1.0,0,0,1.0,2,0,22.0,274.0,382.0,42.0
0,Spezia,P,1,Inter,3,11.0,3.0,0,0,229.0,334.0,6.0,34.0,13.0,2,0,23.0,7.0,0,0,7.0,0,0,12.0,541.0,644.0,66.0
0,Lazio,N,1,Torino,1,10.0,4.0,0,0,414.0,512.0,9.0,48.0,10.0,1,0,12.0,4.0,0,0,7.0,2,0,12.0,483.0,553.0,52.0
0,Juventus,N,1,Bologna,1,24.0,4.0,0,0,373.0,443.0,4.0,51.0,11.0,1,0,10.0,2.0,0,0,5.0,5,2,12.0,350.0,420.0,49.0
0,Cagliari,V,1,Sassuolo,0,15.0,7.0,0,0,220.0,329.0,3.0,37.0,18.0,2,0,8.0,2.0,0,0,3.0,2,0,11.0,444.0,563.0,63.0
0,Sampdoria,P,1,Salernitana,2,5.0,1.0,0,0,537.0,652.0,5.0,67.0,18.0,1,0,7.0,2.0,0,0,2.0,7,0,25.0,230.0,319.0,33.0
0,Udinese,V,4,Empoli,1,13.0,5.0,0,0,248.0,319.0,4.0,39.0,21.0,1,0,14.0,3.0,1,1,7.0,4,0,13.0,394.0,489.0,61.0
0,Fiorentina,V,1,Venezia,0,22.0,5.0,0,0,540.0,616.0,5.0,69.0,16.0,4,0,3.0,1.0,0,0,0.0,4,0,19.0,200.0,280.0,31.0
0,Napoli,N,1,Roma,1,8.0,3.0,1,1,370.0,456.0,5.0,49.0,23.0,4,0,8.0,6.0,0,0,5.0,2,1,16.0,381.0,470.0,51.0
0,Atalanta,P,1,Hellas Verona,2,17.0,4.0,0,0,437.0,559.0,10.0,56.0,14.0,3,0,21.0,6.0,0,0,1.0,3,0,13.0,333.0,433.0,44.0
0,Udinese,P,0,Salernitana,1,12.0,3.0,0,0,320.0,435.0,9.0,54.0,23.0,3,0,9.0,2.0,0,0,3.0,5,0,14.0,275.0,374.0,46.0
0,Hellas Verona,N,1,Sampdoria,1,12.0,1.0,0,0,408.0,524.0,4.0,57.0,15.0,1,0,3.0,2.0,0,1,5.0,3,0,16.0,271.0,394.0,43.0
0,Inter,V,3,Roma,1,11.0,8.0,0,0,408.0,491.0,4.0,45.0,11.0,2,0,9.0,2.0,0,0,3.0,2,0,13.0,517.0,595.0,55.0
0,Torino,V,2,Spezia,1,14.0,5.0,1,1,441.0,539.0,5.0,55.0,11.0,1,0,6.0,1.0,1,1,6.0,2,0,17.0,323.0,443.0,45.0
0,Venezia,P,1,Atalanta,3,9.0,2.0,0,0,327.0,434.0,0.0,39.0,12.0,0,0,19.0,4.0,0,0,7.0,3,0,14.0,555.0,670.0,61.0
0,Genoa,V,1,Cagliari,0,13.0,2.0,0,0,242.0,414.0,2.0,53.0,22.0,3,0,11.0,1.0,0,0,3.0,2,0,18.0,189.0,362.0,47.0
0,Bologna,N,2,Udinese,2,10.0,3.0,0,0,379.0,474.0,2.0,55.0,9.0,2,0,17.0,5.0,0,0,4.0,2,0,23.0,306.0,392.0,45.0
0,Salernitana,V,2,Fiorentina,1,10.0,4.0,0,0,155.0,246.0,6.0,28.0,17.0,1,0,8.0,3.0,0,0,4.0,1,0,12.0,521.0,630.0,72.0
0,Empoli,V,3,Napoli,2,17.0,7.0,0,0,305.0,404.0,10.0,42.0,13.0,4,0,16.0,2.0,0,0,7.0,1,0,10.0,451.0,557.0,58.0
0,Lazio,P,1,Milan,2,7.0,2.0,0,0,345.0,437.0,2.0,47.0,14.0,3,0,25.0,8.0,0,0,8.0,4,0,16.0,389.0,501.0,53.0
0,Sassuolo,P,1,Juventus,2,22.0,7.0,0,0,619.0,691.0,6.0,62.0,16.0,2,1,10.0,5.0,0,0,4.0,2,0,10.0,336.0,416.0,38.0
0,Atalanta,N,4,Torino,4,15.0,3.0,2,2,359.0,462.0,8.0,49.0,12.0,2,0,3.0,2.0,2,2,0.0,2,0,13.0,376.0,472.0,51.0
0,Bologna,V,2,Inter,1,5.0,3.0,0,0,363.0,440.0,0.0,41.0,12.0,1,0,26.0,6.0,0,0,7.0,3,0,11.0,534.0,629.0,59.0
0,Fiorentina,P,0,Udinese,4,18.0,7.0,0,0,485.0,592.0,14.0,72.0,12.0,3,0,17.0,8.0,0,0,2.0,4,0,25.0,146.0,229.0,28.0
0,Cagliari,P,1,Hellas Verona,2,14.0,4.0,0,0,353.0,487.0,2.0,60.0,16.0,2,0,13.0,4.0,0,0,2.0,4,0,26.0,216.0,331.0,40.0
0,Spezia,P,3,Lazio,4,9.0,3.0,0,0,196.0,296.0,4.0,30.0,17.0,3,0,21.0,8.0,1,1,5.0,1,0,10.0,580.0,677.0,70.0
0,Sampdoria,V,1,Genoa,0,10.0,2.0,0,0,261.0,374.0,1.0,48.0,19.0,3,0,13.0,4.0,0,1,2.0,1,0,26.0,272.0,400.0,52.0
0,Napoli,V,6,Sassuolo,1,18.0,8.0,0,0,519.0,580.0,4.0,53.0,12.0,0,0,13.0,4.0,0,0,3.0,3,0,11.0,445.0,507.0,47.0
0,Juventus,V,2,Venezia,1,18.0,4.0,0,0,381.0,455.0,8.0,50.0,18.0,3,0,9.0,3.0,0,0,4.0,3,0,14.0,373.0,459.0,50.0
0,Roma,N,0,Bologna,0,18.0,5.0,0,0,303.0,399.0,10.0,43.0,10.0,0,0,10.0,4.0,0,0,5.0,1,0,12.0,429.0,535.0,57.0
0,Milan,V,1,Fiorentina,0,13.0,2.0,0,0,341.0,437.0,2.0,49.0,18.0,1,0,8.0,2.0,0,0,2.0,3,0,17.0,369.0,457.0,51.0
0,Empoli,P,1,Torino,3,11.0,4.0,0,0,223.0,309.0,5.0,39.0,16.0,4,2,11.0,1.0,2,2,4.0,2,0,12.0,394.0,493.0,61.0
0,Udinese,P,1,Inter,2,8.0,5.0,0,0,385.0,466.0,5.0,48.0,15.0,2,0,11.0,4.0,0,1,11.0,1,0,11.0,434.0,509.0,52.0
0,Atalanta,N,1,Salernitana,1,20.0,5.0,0,0,490.0,596.0,11.0,61.0,14.0,3,0,11.0,9.0,0,0,4.0,2,0,11.0,272.0,375.0,39.0
0,Salernitana,V,2,Venezia,1,18.0,3.0,1,1,238.0,331.0,6.0,42.0,12.0,2,0,10.0,4.0,0,0,4.0,7,1,20.0,355.0,465.0,58.0
0,Inter,V,4,Empoli,2,37.0,10.0,0,0,558.0,638.0,14.0,64.0,10.0,1,0,4.0,2.0,0,0,2.0,0,0,10.0,289.0,360.0,36.0
0,Genoa,V,2,Juventus,1,17.0,5.0,1,1,366.0,470.0,9.0,47.0,13.0,2,0,13.0,4.0,0,0,2.0,3,0,15.0,442.0,540.0,53.0
0,Lazio,V,2,Sampdoria,0,16.0,10.0,0,0,678.0,759.0,6.0,60.0,10.0,1,0,9.0,2.0,0,0,0.0,1,0,10.0,411.0,515.0,40.0
0,Torino,P,0,Napoli,1,10.0,3.0,0,0,295.0,383.0,5.0,43.0,19.0,2,0,10.0,4.0,0,1,4.0,3,0,12.0,429.0,504.0,57.0
0,Sassuolo,N,1,Udinese,1,15.0,5.0,0,0,491.0,573.0,6.0,59.0,12.0,2,0,13.0,6.0,0,0,9.0,2,0,18.0,308.0,393.0,41.0
0,Hellas Verona,P,1,Milan,3,10.0,3.0,0,0,314.0,403.0,5.0,47.0,17.0,2,0,18.0,8.0,0,0,8.0,1,0,7.0,355.0,450.0,53.0
0,Salernitana,N,1,Cagliari,1,12.0,2.0,1,1,283.0,388.0,7.0,48.0,12.0,5,1,9.0,3.0,0,0,6.0,2,1,18.0,332.0,427.0,52.0
0,Venezia,V,4,Bologna,3,16.0,7.0,1,2,256.0,348.0,4.0,41.0,10.0,2,0,23.0,10.0,0,0,8.0,4,0,16.0,420.0,508.0,59.0
0,Spezia,P,1,Atalanta,3,5.0,1.0,0,0,236.0,321.0,0.0,34.0,10.0,2,0,17.0,6.0,0,0,3.0,3,0,14.0,521.0,614.0,66.0
0,Fiorentina,V,2,Roma,0,11.0,6.0,1,1,480.0,561.0,5.0,53.0,17.0,3,0,7.0,1.0,0,0,3.0,1,0,15.0,407.0,492.0,47.0
0,Udinese,P,2,Spezia,3,17.0,6.0,0,0,463.0,561.0,4.0,61.0,18.0,3,0,10.0,7.0,0,1,2.0,2,0,11.0,244.0,358.0,39.0
0,Hellas Verona,P,0,Torino,1,10.0,5.0,0,0,279.0,378.0,4.0,46.0,19.0,3,0,11.0,5.0,0,0,4.0,2,0,20.0,336.0,437.0,54.0
0,Roma,N,1,Venezia,1,46.0,15.0,0,0,522.0,629.0,20.0,68.0,12.0,2,0,4.0,2.0,0,0,2.0,5,1,15.0,198.0,291.0,32.0
0,Empoli,N,1,Salernitana,1,16.0,6.0,0,0,308.0,390.0,3.0,45.0,18.0,3,0,28.0,8.0,0,1,11.0,2,0,9.0,375.0,471.0,55.0
0,Cagliari,P,1,Inter,3,10.0,2.0,0,0,294.0,375.0,2.0,38.0,14.0,0,0,17.0,7.0,0,0,5.0,2,0,15.0,527.0,601.0,62.0
0,Bologna,P,1,Sassuolo,3,8.0,1.0,1,1,412.0,495.0,4.0,55.0,11.0,0,0,16.0,7.0,0,0,9.0,1,0,11.0,325.0,405.0,45.0
0,Napoli,V,3,Genoa,0,16.0,8.0,1,1,487.0,585.0,9.0,66.0,13.0,1,0,11.0,3.0,0,0,2.0,1,0,21.0,236.0,308.0,34.0
0,Milan,V,2,Atalanta,0,12.0,6.0,0,0,314.0,401.0,4.0,45.0,12.0,3,0,12.0,2.0,0,0,6.0,4,0,16.0,407.0,490.0,55.0
0,Juventus,N,2,Lazio,2,4.0,2.0,0,0,315.0,369.0,0.0,37.0,20.0,3,0,18.0,7.0,0,0,9.0,3,0,17.0,555.0,627.0,63.0
0,Sampdoria,V,4,Fiorentina,1,13.0,5.0,0,0,232.0,309.0,4.0,37.0,19.0,3,1,11.0,0.0,1,1,5.0,3,0,9.0,452.0,537.0,63.0
0,Torino,P,0,Roma,3,13.0,2.0,0,0,444.0,522.0,5.0,58.0,11.0,2,0,11.0,4.0,2,2,6.0,2,0,13.0,296.0,374.0,42.0
0,Lazio,N,3,Hellas Verona,3,19.0,7.0,0,0,354.0,443.0,6.0,53.0,9.0,2,0,11.0,7.0,0,0,4.0,6,0,20.0,287.0,387.0,47.0
0,Genoa,P,0,Bologna,1,18.0,5.0,0,0,324.0,435.0,9.0,50.0,20.0,3,0,11.0,3.0,0,0,9.0,1,0,10.0,321.0,435.0,50.0
0,Fiorentina,V,2,Juventus,0,12.0,2.0,1,1,626.0,721.0,6.0,66.0,13.0,3,0,1.0,0.0,0,0,2.0,3,0,14.0,304.0,374.0,34.0
0,Atalanta,P,0,Empoli,1,40.0,9.0,0,0,542.0,645.0,15.0,61.0,8.0,1,0,7.0,3.0,0,0,2.0,1,0,9.0,321.0,407.0,39.0
0,Sassuolo,P,0,Milan,3,15.0,3.0,0,0,372.0,426.0,3.0,52.0,8.0,2,0,18.0,11.0,0,0,7.0,1,0,15.0,311.0,387.0,48.0
0,Salernitana,P,0,Udinese,4,25.0,11.0,0,0,456.0,528.0,7.0,52.0,11.0,1,0,18.0,10.0,0,1,1.0,1,0,15.0,395.0,481.0,48.0
0,Inter,V,3,Sampdoria,0,28.0,11.0,0,0,615.0,679.0,8.0,58.0,6.0,1,0,8.0,3.0,0,0,2.0,2,0,13.0,445.0,498.0,42.0
0,Spezia,P,0,Napoli,3,16.0,4.0,0,0,283.0,346.0,4.0,32.0,12.0,1,0,10.0,4.0,0,0,2.0,2,0,9.0,641.0,722.0,68.0
0,Venezia,N,0,Cagliari,0,8.0,1.0,0,0,306.0,413.0,6.0,44.0,11.0,0,0,30.0,7.0,0,0,11.0,3,0,22.0,428.0,536.0,56.0
